creationDate|Post.id|Place.id
2012-09-25T11:16:47.328+00:00|1099511628426|48
2012-09-25T11:16:48.328+00:00|1099511628427|48
2012-09-25T11:16:49.328+00:00|1099511628428|48
2012-09-25T11:16:50.328+00:00|1099511628429|48
2012-09-25T11:16:51.328+00:00|1099511628430|51
2012-09-25T11:16:52.328+00:00|1099511628431|48
2012-09-25T11:16:53.328+00:00|1099511628432|48
2012-09-25T11:16:54.328+00:00|1099511628433|48
2012-09-25T11:16:55.328+00:00|1099511628434|48
2012-09-25T11:16:56.328+00:00|1099511628435|77
2012-09-25T11:16:57.328+00:00|1099511628436|48
2012-09-25T11:16:58.328+00:00|1099511628437|48
2012-09-25T11:16:59.328+00:00|1099511628438|48
2012-09-25T11:17:00.328+00:00|1099511628439|89
2012-09-25T11:17:02.328+00:00|1099511628441|48
2012-09-25T11:17:04.328+00:00|1099511628443|48
2012-09-25T11:17:05.328+00:00|1099511628444|48
2012-09-25T11:17:06.328+00:00|1099511628445|48
