creationDate|Comment.id|Person.id
2012-09-16T07:36:01.920+00:00|1099511630434|14
2012-09-16T02:21:46.679+00:00|1099511630436|28587302322204
2012-09-16T13:04:34.561+00:00|1099511630442|16
2012-09-16T07:26:03.960+00:00|1099511630472|24189255811109
2012-09-16T09:51:33.762+00:00|1099511630477|8796093022244
2012-09-16T15:31:21.718+00:00|1099511630481|17592186044443
2012-09-16T16:33:38.961+00:00|1099511630483|17592186044461
2012-09-16T12:07:44.822+00:00|1099511630510|2199023255573
2012-09-16T19:42:35.254+00:00|1099511630511|8796093022244
2012-09-16T20:40:21.619+00:00|1099511630519|16
2012-09-16T13:51:05.796+00:00|1099511630535|32985348833291
2012-09-16T10:57:04.768+00:00|1099511630539|32
2012-09-16T17:47:38.189+00:00|1099511630545|26388279066658
2012-09-16T13:38:37.392+00:00|1099511630561|2199023255594
