creationDate|id|locationIP|browserUsed|content|length
2012-12-16T12:33:06.664+00:00|1168231105037|27.98.220.136|Firefox|good|4
2012-12-16T04:02:10.449+00:00|1168231106852|46.21.0.249|Internet Explorer|no|2
2012-12-16T13:31:54.457+00:00|1168231106853|31.24.100.159|Firefox|About Reorganized National Government of China, rnment was nominally a rein|75
2012-12-16T20:05:19.506+00:00|1168231106854|24.38.139.231|Firefox|thx|3
2012-12-16T12:56:56.384+00:00|1168231106855|121.100.50.238|Internet Explorer|About George Orwell, ked by keen intelligence and wit, a profound awareness of|79
2012-12-16T13:40:54.367+00:00|1168231106856|31.185.10.92|Internet Explorer|maybe|5
2012-12-16T13:36:20.713+00:00|1168231106859|24.38.139.231|Firefox|About Henry Fonda, he West and lighter roles in family comedies like Yours, Mine and Ours with LucilleAbout Reorganized National Government of China, 37–1945), and|164
2012-12-16T14:23:56.726+00:00|1168231106860|27.116.34.47|Chrome|LOL|3
2012-12-16T09:29:13.606+00:00|1168231106861|1.29.220.142|Chrome|cool|4
2012-12-16T12:57:18.601+00:00|1168231106865|31.192.132.124|Firefox|cool|4
