creationDate|Forum.id|Person.id
2012-12-14T19:53:12.995+00:00|687194767587|2199023255594
2012-12-14T19:13:28.037+00:00|1168231104827|32
2012-12-14T19:13:28.037+00:00|1168231104827|8796093022244
2012-12-14T19:13:28.037+00:00|1168231104827|10995116277761
2012-12-14T19:13:28.037+00:00|1168231104827|13194139533342
2012-12-14T19:13:28.037+00:00|1168231104827|13194139533352
2012-12-14T19:13:28.037+00:00|1168231104827|15393162788877
2012-12-14T19:13:28.037+00:00|1168231104827|24189255811081
2012-12-14T19:13:28.037+00:00|1168231104827|26388279066641
2012-12-14T19:13:28.037+00:00|1168231104827|26388279066668
2012-12-14T19:13:28.037+00:00|1168231104827|28587302322196
2012-12-14T19:13:28.037+00:00|1168231104827|30786325577740
2012-12-14T19:13:28.037+00:00|1168231104827|35184372088850
2012-12-14T19:13:28.037+00:00|1168231104827|35184372088856
