creationDate|Comment.id|Place.id
2012-12-31T02:41:24.262+00:00|1168231107121|53
2012-12-31T01:25:25.529+00:00|1168231107125|50
2012-12-31T17:24:33.405+00:00|1168231107148|50
2012-12-31T03:05:46.173+00:00|1168231107155|51
2012-12-31T07:48:47.794+00:00|1168231107190|50
2012-12-31T01:12:40.456+00:00|1168231107233|50
2012-12-31T10:37:15.901+00:00|1168231107235|90
2012-12-31T10:57:35.806+00:00|1168231107237|54
2012-12-31T01:24:45.979+00:00|1168231107238|53
2012-12-31T16:31:59.890+00:00|1168231107240|50
2012-12-31T14:33:35.129+00:00|1168231107241|59
2012-12-31T01:48:51.087+00:00|1168231107242|101
2012-12-31T22:39:48.173+00:00|1168231107243|0
2012-12-31T12:44:25.612+00:00|1168231107244|60
2012-12-31T13:32:34.173+00:00|1168231107263|50
2012-12-31T23:13:01.291+00:00|1168231109189|1
2012-12-31T10:37:29.065+00:00|1168231109207|92
2012-12-31T12:29:25.050+00:00|1168231109223|1
2012-12-31T18:19:46.094+00:00|1168231109225|52
2012-12-31T22:09:34.056+00:00|1168231109230|56
2012-12-31T20:53:16.327+00:00|1168231109231|1
2012-12-31T20:36:09.936+00:00|1168231109232|72
2012-12-31T22:58:05.910+00:00|1168231109233|57
2012-12-31T21:55:47.427+00:00|1168231109234|105
2012-12-31T20:37:11.692+00:00|1168231109235|1
2012-12-31T20:36:43.456+00:00|1168231109236|78
2012-12-31T22:12:03.074+00:00|1168231109237|52
2012-12-31T12:28:07.407+00:00|1168231109245|92
2012-12-31T17:52:16.017+00:00|1168231109246|0
2012-12-31T11:43:15.109+00:00|1168231109259|0
2012-12-31T20:27:47.241+00:00|1168231109263|100
2012-12-31T03:44:34.074+00:00|1168231109283|89
