creationDate|Post.id|Place.id
2012-10-19T20:51:01.894+00:00|1099511628366|48
2012-10-19T20:51:02.894+00:00|1099511628367|48
2012-10-19T20:51:03.894+00:00|1099511628368|48
2012-10-19T20:51:04.894+00:00|1099511628369|94
2012-10-19T20:51:05.894+00:00|1099511628370|48
2012-10-19T20:51:06.894+00:00|1099511628371|48
2012-10-19T20:51:08.894+00:00|1099511628373|48
2012-10-19T20:51:09.894+00:00|1099511628374|48
2012-10-19T20:51:10.894+00:00|1099511628375|48
2012-10-19T20:51:11.894+00:00|1099511628376|48
2012-10-19T20:51:12.894+00:00|1099511628377|48
2012-10-19T20:51:13.894+00:00|1099511628378|48
2012-10-19T20:51:14.894+00:00|1099511628379|48
2012-10-19T06:50:48.474+00:00|1099511633136|52
2012-10-19T06:50:49.474+00:00|1099511633137|52
2012-10-19T06:50:50.474+00:00|1099511633138|52
2012-10-19T06:50:51.474+00:00|1099511633139|52
2012-10-19T06:50:52.474+00:00|1099511633140|52
