creationDate|Post.id|Place.id
2012-09-29T00:49:33.292+00:00|1099511628663|92
2012-09-29T00:49:34.292+00:00|1099511628664|92
2012-09-29T00:49:35.292+00:00|1099511628665|92
2012-09-29T00:49:36.292+00:00|1099511628666|92
2012-09-29T00:49:37.292+00:00|1099511628667|92
2012-09-29T00:49:38.292+00:00|1099511628668|99
2012-09-29T00:49:39.292+00:00|1099511628669|92
2012-09-29T00:49:40.292+00:00|1099511628670|92
2012-09-29T00:49:41.292+00:00|1099511628671|92
2012-09-29T00:49:42.292+00:00|1099511628672|92
2012-09-29T00:49:43.292+00:00|1099511628673|92
2012-09-29T00:49:44.292+00:00|1099511628674|92
2012-09-29T00:49:45.292+00:00|1099511628675|92
2012-09-29T00:49:46.292+00:00|1099511628676|92
2012-09-29T00:49:47.292+00:00|1099511628677|92
