creationDate|Comment.id|Place.id
2012-10-14T16:05:42.819+00:00|1099511629116|4
2012-10-14T06:30:44.554+00:00|1099511629136|4
2012-10-14T10:00:50.559+00:00|1099511629139|4
2012-10-14T17:26:24.774+00:00|1099511629191|1
2012-10-14T19:12:25.625+00:00|1099511629194|56
2012-10-14T18:12:55.573+00:00|1099511629195|80
2012-10-14T04:29:13.508+00:00|1099511629205|1
2012-10-14T06:38:54.866+00:00|1099511629206|61
2012-10-14T04:30:18.744+00:00|1099511629207|0
2012-10-14T08:32:39.961+00:00|1099511629208|1
2012-10-14T04:31:43.047+00:00|1099511629210|1
2012-10-14T16:20:26.553+00:00|1099511629224|60
2012-10-14T20:19:53.440+00:00|1099511629228|61
2012-10-14T03:15:12.850+00:00|1099511629229|56
2012-10-14T03:10:23.615+00:00|1099511629232|0
2012-10-14T23:31:43.792+00:00|1099511630139|49
2012-10-14T21:20:30.879+00:00|1099511630140|100
2012-10-14T18:37:35.208+00:00|1099511630141|53
2012-10-14T20:50:26.702+00:00|1099511630144|1
2012-10-14T18:56:06.295+00:00|1099511630146|92
2012-10-14T21:36:23.581+00:00|1099511630147|54
2012-10-14T18:31:06.823+00:00|1099511630148|25
