19791209299968|John|2|177|10|0|26|1|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;34;3;20;0;15;20;14;0;0;0;0;5;25;14;10|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;1;0;0;0;0;0;0;1;0;0;1;2;2
10995116277761|Evangelos|5|0|50|0|59|4|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;0;0;0;1;6;7;1;2;3;6;4;2;1;2;0;3;3;4;2;1;4
35184372088834|Abdul Haris|1|0|7|0|6|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4
30786325577731|Alexei|1|0|11|0|13|3|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;2;1;2
28587302322180|Bryn|14|117|20|0|117|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;28;13;0;16;23;15;0;4|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;7;6;1;8;6;7;4;5;4
2199023255557|Eric|3|0|14|0|8|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;2
21990232555526|Jie|0|162|11|0|6|5|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;7;0;0;38;2;6;19;0;19;36;16;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;2
21990232555527|Jie|1|121|12|0|7|3|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;24;6;0;33;0;0;15;9;8;0;5;8|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;2
26388279066632|Djelaludin|1|0|12|0|12|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;2;1;0;0;1;2
24189255811081|Alim|16|0|39|0|110|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;3;5;2;7;8;3;8;4;4;12;6;5
37383395344394|Wolfgang|0|0|5|0|5|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
32985348833291|Jie|0|0|11|0|6|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3
30786325577740|Jose|2|0|8|0|27|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;2;1;0;3;4
15393162788877|Mehmet|1|0|18|0|27|5|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;1;1;2;1;1;1;0;2;0;1;2;0;1;3;4
14|Hossein|3|0|22|0|24|3|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;2;1;0;5;0;2;0;0;5;2;2
28587302322191|Jie|1|0|7|0|6|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
16|Wojciech|4|354|24|0|43|2|0|0;0;0;17;0;6;16;20;0;0;0;19;19;19;0;33;0;16;0;0;13;37;6;17;19;43;0;6;0;0;0;14;15;0;0;19;0|0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;0;0;1;0;0;1;2;0;2;1;1;1;0;1;8;5;2;3;2;1;2;3
26388279066641|Almira|5|0|30|0|82|1|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;4;4;3;10;1;5;2;3;8;6;5
35184372088850|Neil|4|5|6|0|51|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;6
19791209299987|Jimmy|1|130|15|0|23|4|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;0;0;2;7;4;0;0;0;8;8;0;0;19;10;50|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;1;4;0;4;3;0;0;0;1;0;1;0;2
28587302322196|Yahya Ould Ahmed El|4|65|10|0|45|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;19;0;20;10;0;2;9;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;3;2;3;2;0;0;2;4
2199023255573|Ayesha|2|0|14|0|8|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;3
10995116277782|Ken|7|263|31|0|44|3|0|0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;8;6;0;20;11;28;0;0;0;0;17;21;24;34;32;0;0;0;0;36;19;0|0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;1;2;1;1;1;3;1;0;3;0;1;0;1;6;1;3;3;4;1;2;3
10995116277783|John|0|234|11|0|6|0|0|0;0;0;0;0;0;0;0;0;0;0;0;20;2;20;12;12;0;0;0;8;0;0;0;61;0;0;29;2;0;4;16;20;14;6;8;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;2
35184372088856|Jie|7|0|7|0|56|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;9
37383395344409|Luigi|0|0|1|0|3|4|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
8796093022234|John|0|234|13|0|6|0|0|0;0;0;0;0;0;0;0;0;3;0;28;1;18;13;9;11;0;14;0;39;11;0;0;7;12;0;0;1;20;0;4;0;0;29;7;7|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;2
17592186044443|Wojciech|2|183|12|0|15|2|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;23;7;0;22;10;27;17;0;0;0;0;29;31;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;0;1;2;0;0;4
28587302322204|Joakim|8|99|16|0|78|1|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;44;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;3;3;3;3;2;4;5;3
8796093022237|Jie|4|0|9|0|10|0|0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;2;0;3
