creationDate|id|locationIP|browserUsed|content|length
2012-11-29T21:59:21.583+00:00|1168231105894|196.29.42.107|Firefox|no way!|7
2012-11-29T17:56:12.206+00:00|1168231105903|196.29.42.107|Firefox|thx|3
2012-11-29T18:11:17.308+00:00|1168231107062|31.24.33.25|Firefox|roflol|6
2012-11-29T18:13:10.669+00:00|1168231107075|31.209.179.5|Firefox|good|4
2012-11-29T23:04:07.554+00:00|1168231107077|31.209.179.5|Firefox|ok|2
2012-11-29T18:37:34.946+00:00|1168231107765|193.104.227.215|Internet Explorer|thx|3
2012-11-29T17:43:00.269+00:00|1168231107841|193.104.227.215|Internet Explorer|cool|4
2012-11-29T17:56:52.011+00:00|1168231107896|190.86.127.55|Internet Explorer|duh|3
2012-11-29T21:37:00.417+00:00|1168231107902|193.104.227.215|Internet Explorer|About Napoleon,  direct rAbout David Hockney, nsington,About Steven Spielberg, t|80
2012-11-29T17:38:49.475+00:00|1168231107903|180.178.169.62|Internet Explorer|About Ecuador, enter in Latin America.About George Harrison, tie Boyd from 1966 to 1About Luxembourg, ital city|111
