creationDate|Comment.id|Person.id
2012-11-07T09:36:03.733+00:00|1099511629371|26388279066658
2012-11-07T01:50:23.015+00:00|1099511631505|13194139533352
2012-11-07T14:51:37.239+00:00|1099511631512|24189255811081
2012-11-07T03:19:51.759+00:00|1099511631517|13194139533352
2012-11-07T04:02:09.993+00:00|1099511631518|17592186044461
2012-11-07T04:43:39.360+00:00|1099511631519|13194139533352
2012-11-07T18:23:09.147+00:00|1099511632433|13194139533355
2012-11-07T15:18:34.338+00:00|1099511632437|28587302322196
2012-11-07T09:36:17.951+00:00|1099511632438|6597069766702
2012-11-07T11:18:22.309+00:00|1099511632440|21990232555526
2012-11-07T16:41:24.084+00:00|1099511632441|8796093022244
