creationDate|Comment.id|Post.id
2012-12-30T11:03:46.738+00:00|1168231107118|1168231107114
2012-12-30T08:14:45.114+00:00|1168231107276|1099511630537
2012-12-30T03:24:50.622+00:00|1168231109191|1168231109190
2012-12-30T15:02:47.157+00:00|1168231109211|1168231109210
2012-12-30T15:48:49.157+00:00|1168231109213|1168231109210
2012-12-30T08:25:20.542+00:00|1168231109214|1168231109210
2012-12-30T14:24:09.799+00:00|1168231109215|1168231109210
2012-12-30T02:53:34.854+00:00|1168231109228|1168231109210
2012-12-30T03:25:59.344+00:00|1168231109244|1168231109238
2012-12-30T02:44:51.196+00:00|1168231109249|1168231109238
2012-12-30T05:10:22.683+00:00|1168231109253|1168231109251
2012-12-30T20:38:08.540+00:00|1168231109269|1168231109266
2012-12-30T01:48:58.582+00:00|1168231109272|1168231109266
