creationDate|id|locationIP|browserUsed|content|length
2012-12-25T10:26:40.340+00:00|1168231106737|31.209.179.5|Chrome|About Billie Holiday, ia, MGMAssociated acts Ella Fitzgerald, Sarah Vaughan, Lena Horn|86
2012-12-25T11:10:57.955+00:00|1168231106738|196.1.135.241|Internet Explorer|ok|2
2012-12-25T17:31:20.616+00:00|1168231106739|31.182.127.125|Internet Explorer|great|5
2012-12-25T17:31:30.037+00:00|1168231106740|27.131.221.93|Internet Explorer|ok|2
2012-12-25T11:47:41.581+00:00|1168231106741|202.92.29.129|Firefox|About Love You Live, e and is dedicated to the memory of audio engineer Keith H|79
2012-12-25T11:30:34.729+00:00|1168231106742|115.186.113.189|Safari|About Katarina Srebotnik, nking of No. 20 on the Sony Ericsson WTA TAbout Kate Bus|82
2012-12-25T13:21:48.944+00:00|1168231106743|197.220.203.36|Firefox|About Russia, sh water. The nation's history began with that of the East Sl|75
2012-12-25T12:19:43.462+00:00|1168231106744|203.215.63.48|Firefox|no way!|7
2012-12-25T13:15:08.750+00:00|1168231106748|49.50.77.195|Firefox|good|4
2012-12-25T14:59:35.388+00:00|1168231106752|189.202.102.202|Firefox|About Billie Holiday, low, and Lady Sings the Blues. She also becameAbout Anthony Hopkins,|90
2012-12-25T14:39:01.289+00:00|1168231106753|27.116.34.47|Chrome|no|2
2012-12-25T03:21:25.569+00:00|1168231106782|27.98.220.136|Firefox|About Maurice Ravel, osity from the performer, and his orcheAbout Etruscan ci|77
2012-12-25T22:15:38.687+00:00|1168231109180|31.192.132.124|Firefox|I see|5
2012-12-25T13:29:28.799+00:00|1168231109252|77.245.239.11|Firefox|maybe|5
2012-12-25T14:54:04.947+00:00|1168231109255|148.204.226.31|Chrome|About Finland, Around 5.4 million people reside in Finland, with the majority concent|85
2012-12-25T11:49:56.265+00:00|1168231109256|41.74.150.41|Firefox|no|2
2012-12-25T16:09:57.697+00:00|1168231109257|189.202.102.202|Firefox|cool|4
2012-12-25T22:35:34.968+00:00|1168231109261|148.204.226.31|Chrome|LOL|3
2012-12-25T12:34:59.243+00:00|1168231109270|196.29.42.107|Firefox|thanks|6
2012-12-25T15:12:40.808+00:00|1168231109276|148.204.226.31|Chrome|About China, e world's largest exporter and second-largest importer of goods. In per cap|88
