creationDate|Comment1.id|Comment2.id
2012-12-11T10:53:11.846+00:00|1168231106804|1099511630060
2012-12-11T05:50:09.219+00:00|1168231106809|1099511630071
2012-12-11T08:11:38.372+00:00|1168231106958|1168231106957
2012-12-11T08:21:10.312+00:00|1168231106961|1168231106958
2012-12-11T06:25:46.102+00:00|1168231106969|1168231106959
2012-12-11T20:41:36.225+00:00|1168231106971|1168231106958
2012-12-11T23:49:23.949+00:00|1168231106973|1168231106958
2012-12-11T00:17:56.357+00:00|1168231106974|1168231106959
2012-12-11T06:16:44.296+00:00|1168231109531|1168231109527
2012-12-11T18:52:14.969+00:00|1168231109534|1168231109533
2012-12-11T13:06:35.229+00:00|1168231109537|1168231109533
2012-12-11T20:22:24.795+00:00|1168231109538|1168231109534
2012-12-11T10:54:01.810+00:00|1168231109539|1168231109533
2012-12-11T21:27:28.609+00:00|1168231109543|1168231109533
2012-12-11T15:18:30.551+00:00|1168231109544|1168231109532
2012-12-11T09:37:49.317+00:00|1168231109545|1168231109527
