creationDate|Forum.id|Post.id
2012-11-11T17:33:11.093+00:00|1168231104585|1168231105252
2012-11-11T17:33:12.093+00:00|1168231104585|1168231105253
2012-11-11T17:33:13.093+00:00|1168231104585|1168231105254
2012-11-11T17:33:14.093+00:00|1168231104585|1168231105255
2012-11-11T17:33:15.093+00:00|1168231104585|1168231105256
2012-11-11T17:33:16.093+00:00|1168231104585|1168231105257
2012-11-11T17:33:17.093+00:00|1168231104585|1168231105258
2012-11-11T17:33:18.093+00:00|1168231104585|1168231105259
2012-11-11T17:33:19.093+00:00|1168231104585|1168231105260
2012-11-11T17:33:20.093+00:00|1168231104585|1168231105261
2012-11-11T17:33:21.093+00:00|1168231104585|1168231105262
2012-11-11T22:44:27.024+00:00|1168231104934|1168231109320
2012-11-11T22:44:28.024+00:00|1168231104934|1168231109321
2012-11-11T22:44:29.024+00:00|1168231104934|1168231109322
2012-11-11T22:44:30.024+00:00|1168231104934|1168231109323
2012-11-11T22:44:31.024+00:00|1168231104934|1168231109324
2012-11-11T22:44:32.024+00:00|1168231104934|1168231109325
2012-11-11T22:44:33.024+00:00|1168231104934|1168231109326
2012-11-11T22:44:34.024+00:00|1168231104934|1168231109327
2012-11-11T22:44:35.024+00:00|1168231104934|1168231109328
2012-11-11T22:44:36.024+00:00|1168231104934|1168231109329
2012-11-11T22:44:37.024+00:00|1168231104934|1168231109330
2012-11-11T22:44:38.024+00:00|1168231104934|1168231109331
