creationDate|Comment.id|Tag.id
2012-12-24T06:33:29.979+00:00|1168231106771|11737
2012-12-24T06:41:24.046+00:00|1168231106773|7007
2012-12-24T06:41:24.046+00:00|1168231106773|11737
2012-12-24T10:12:48.008+00:00|1168231106777|10955
2012-12-24T10:51:08.322+00:00|1168231106778|2058
2012-12-24T10:13:35.517+00:00|1168231106780|2875
2012-12-24T10:13:35.517+00:00|1168231106780|10955
2012-12-24T10:30:32.404+00:00|1168231106816|1747
2012-12-24T10:30:32.404+00:00|1168231106816|2975
2012-12-24T13:16:20.011+00:00|1168231106817|1375
2012-12-24T19:54:31.665+00:00|1168231106820|6
