creationDate|Person.id|Tag.id
2012-11-22T22:15:25.962+00:00|37383395344394|6
2012-11-22T22:15:25.962+00:00|37383395344394|60
2012-11-22T22:15:25.962+00:00|37383395344394|138
2012-11-22T22:15:25.962+00:00|37383395344394|252
2012-11-22T22:15:25.962+00:00|37383395344394|279
2012-11-22T22:15:25.962+00:00|37383395344394|468
2012-11-22T22:15:25.962+00:00|37383395344394|565
2012-11-22T22:15:25.962+00:00|37383395344394|576
2012-11-22T22:15:25.962+00:00|37383395344394|585
2012-11-22T22:15:25.962+00:00|37383395344394|588
2012-11-22T22:15:25.962+00:00|37383395344394|774
2012-11-22T22:15:25.962+00:00|37383395344394|777
2012-11-22T22:15:25.962+00:00|37383395344394|782
2012-11-22T22:15:25.962+00:00|37383395344394|807
2012-11-22T22:15:25.962+00:00|37383395344394|1030
2012-11-22T22:15:25.962+00:00|37383395344394|1032
2012-11-22T22:15:25.962+00:00|37383395344394|1614
2012-11-22T22:15:25.962+00:00|37383395344394|1760
2012-11-22T22:15:25.962+00:00|37383395344394|1769
2012-11-22T22:15:25.962+00:00|37383395344394|2045
2012-11-22T22:15:25.962+00:00|37383395344394|2069
2012-11-22T22:15:25.962+00:00|37383395344394|2097
2012-11-22T22:15:25.962+00:00|37383395344394|2787
2012-11-22T22:15:25.962+00:00|37383395344394|2794
2012-11-22T22:15:25.962+00:00|37383395344394|2801
2012-11-22T22:15:25.962+00:00|37383395344394|2805
2012-11-22T22:15:25.962+00:00|37383395344394|2808
2012-11-22T22:15:25.962+00:00|37383395344394|2869
2012-11-22T22:15:25.962+00:00|37383395344394|2876
2012-11-22T22:15:25.962+00:00|37383395344394|2951
2012-11-22T22:15:25.962+00:00|37383395344394|2963
2012-11-22T22:15:25.962+00:00|37383395344394|2967
2012-11-22T22:15:25.962+00:00|37383395344394|3009
2012-11-22T22:15:25.962+00:00|37383395344394|3055
2012-11-22T22:15:25.962+00:00|37383395344394|3071
2012-11-22T22:15:25.962+00:00|37383395344394|4844
2012-11-22T22:15:25.962+00:00|37383395344394|5085
2012-11-22T22:15:25.962+00:00|37383395344394|5129
2012-11-22T22:15:25.962+00:00|37383395344394|6385
2012-11-22T22:15:25.962+00:00|37383395344394|6397
2012-11-22T22:15:25.962+00:00|37383395344394|6547
2012-11-22T22:15:25.962+00:00|37383395344394|7547
2012-11-22T22:15:25.962+00:00|37383395344394|8925
2012-11-22T22:15:25.962+00:00|37383395344394|9272
2012-11-22T22:15:25.962+00:00|37383395344394|10037
2012-11-22T22:15:25.962+00:00|37383395344394|10878
2012-11-22T22:15:25.962+00:00|37383395344394|12400
2012-11-22T22:15:25.962+00:00|37383395344394|13487
