creationDate|Comment.id|Person.id
2012-11-21T08:33:44.539+00:00|1168231106885|28587302322191
2012-11-21T07:30:02.603+00:00|1168231106933|28587302322191
2012-11-21T02:17:26.956+00:00|1168231106939|26388279066655
2012-11-21T06:19:33.160+00:00|1168231107004|28587302322191
2012-11-21T14:54:19.456+00:00|1168231107194|26388279066632
2012-11-21T15:03:00.933+00:00|1168231107201|24189255811109
2012-11-21T17:32:43.028+00:00|1168231107206|21990232555527
2012-11-21T23:37:24.673+00:00|1168231107210|30786325577731
2012-11-21T06:44:58.285+00:00|1168231107239|26388279066632
2012-11-21T20:52:30.661+00:00|1168231108247|35184372088856
