creationDate|id|locationIP|browserUsed|content|length
2012-11-01T05:55:01.189+00:00|1099511630069|27.131.221.93|Internet Explorer|good|4
2012-11-01T13:42:02.428+00:00|1099511630076|27.131.221.93|Internet Explorer|LOL|3
2012-11-01T11:05:54.117+00:00|1099511630089|27.131.221.93|Internet Explorer|About Jerry Lewis, rred in a successful series of comedy films for Paramount Picture|84
2012-11-01T11:22:03.478+00:00|1099511630093|31.192.132.124|Firefox|thx|3
2012-11-01T15:28:57.746+00:00|1099511630095|46.154.44.101|Firefox|ok|2
2012-11-01T07:06:51.880+00:00|1099511630186|27.131.221.93|Internet Explorer|duh|3
2012-11-01T08:25:02.350+00:00|1099511630246|193.104.227.215|Internet Explorer|yes|3
2012-11-01T06:51:05.884+00:00|1099511630276|27.131.221.93|Internet Explorer|maybe|5
2012-11-01T18:43:25.222+00:00|1099511630370|24.38.139.231|Firefox|About Andre Agassi, nnis, Agassi is an eight-time Grand Slam champion who competed i|84
2012-11-01T23:36:49.129+00:00|1099511630372|1.2.2.77|Firefox|duh|3
2012-11-01T00:06:06.840+00:00|1099511630375|31.209.42.207|Internet Explorer|I see|5
