creationDate|id|locationIP|browserUsed|content|length
2012-09-16T07:36:01.920+00:00|1099511630434|77.245.239.11|Firefox|About Nelly Furtado, ingle I'm Like a Bird, whichAbout Belgium, h Region. A German-speaking About Finland, ry,|111
2012-09-16T02:21:46.679+00:00|1099511630436|31.209.179.5|Firefox|no way!|7
2012-09-16T13:04:34.561+00:00|1099511630442|31.41.169.140|Chrome|cool|4
2012-09-16T07:26:03.960+00:00|1099511630472|27.112.88.106|Internet Explorer|cool|4
2012-09-16T09:51:33.762+00:00|1099511630477|61.16.136.118|Chrome|maybe|5
2012-09-16T15:31:21.718+00:00|1099511630481|31.182.127.125|Internet Explorer|thx|3
2012-09-16T16:33:38.961+00:00|1099511630483|41.203.147.168|Internet Explorer|good|4
2012-09-16T12:07:44.822+00:00|1099511630510|115.186.113.189|Safari|About Khalid Sheikh Mohammed, ssed to a role in manAbout George III of the United|82
2012-09-16T19:42:35.254+00:00|1099511630511|61.16.136.118|Chrome|right|5
2012-09-16T20:40:21.619+00:00|1099511630519|31.41.169.140|Chrome|About Peter Paul Rubens, gs of mythological and allegorical subjects. In addition to running a lAbout Jonathan Swift, e Books, An Argument A|140
2012-09-16T13:51:05.796+00:00|1099511630535|89.189.90.243|Chrome|thx|3
2012-09-16T10:57:04.768+00:00|1099511630539|148.204.226.31|Chrome|maybe|5
2012-09-16T17:47:38.189+00:00|1099511630545|186.64.7.5|Firefox|duh|3
2012-09-16T13:38:37.392+00:00|1099511630561|196.29.42.107|Firefox|About Andrew Jackson, e 1820s and 1830s,About Sarah Palin, Alaska Oil and GasAbout Fre|86
