creationDate|Comment.id|Person.id
2012-12-18T06:24:13.715+00:00|1168231107141|28587302322180
2012-12-18T08:18:39.784+00:00|1168231107143|35184372088850
2012-12-18T08:35:35.011+00:00|1168231107146|13194139533352
2012-12-18T09:44:13.145+00:00|1168231107147|10995116277761
2012-12-18T01:42:47.440+00:00|1168231107149|14
2012-12-18T10:14:52.589+00:00|1168231107151|32985348833329
2012-12-18T15:57:51.976+00:00|1168231107152|17592186044443
2012-12-18T08:52:02.087+00:00|1168231107154|30786325577731
2012-12-18T08:56:58.014+00:00|1168231107156|21990232555527
2012-12-18T06:32:16.270+00:00|1168231107157|13194139533352
