creationDate|Forum.id|Person.id
2012-12-22T21:12:17.971+00:00|1168231104656|13194139533352
2012-12-22T01:22:16.363+00:00|1168231104923|2199023255594
2012-12-22T01:22:16.363+00:00|1168231104923|17592186044461
2012-12-22T22:11:52.174+00:00|1168231104928|32985348833291
2012-12-22T22:18:53.584+00:00|1168231104928|35184372088850
2012-12-22T14:50:05.068+00:00|1168231104928|6597069766702
2012-12-22T06:59:12.399+00:00|1168231104928|30786325577731
2012-12-22T07:13:10.619+00:00|1168231104929|26388279066641
2012-12-22T02:47:32.700+00:00|1168231104929|32985348833329
2012-12-22T04:00:35.505+00:00|1168231104929|8796093022234
