creationDate|Comment.id|Place.id
2012-11-12T03:03:22.775+00:00|1168231106914|101
2012-11-12T20:37:52.335+00:00|1168231106918|92
2012-11-12T06:20:16.362+00:00|1168231107253|105
2012-11-12T07:47:41.137+00:00|1168231107260|59
2012-11-12T21:06:33.255+00:00|1168231107282|71
2012-11-12T02:51:57.087+00:00|1168231107299|71
2012-11-12T08:16:14.933+00:00|1168231107773|97
2012-11-12T08:16:00.571+00:00|1168231107785|97
2012-11-12T08:33:04.415+00:00|1168231107826|97
2012-11-12T19:35:45.067+00:00|1168231107828|97
2012-11-12T08:54:08.422+00:00|1168231107875|10
2012-11-12T23:02:44.879+00:00|1168231108716|90
2012-11-12T23:03:05.266+00:00|1168231108717|60
2012-11-12T03:38:54.926+00:00|1168231108729|90
2012-11-12T22:38:10.427+00:00|1168231108733|90
2012-11-12T03:04:27.300+00:00|1168231108736|90
2012-11-12T04:21:05.838+00:00|1168231108742|90
2012-11-12T03:38:08.528+00:00|1168231108752|90
2012-11-12T20:47:54.176+00:00|1168231108757|90
2012-11-12T07:19:54.464+00:00|1168231108758|90
2012-11-12T02:57:30.348+00:00|1168231108760|90
2012-11-12T07:51:48.806+00:00|1168231108762|90
2012-11-12T03:45:15.696+00:00|1168231108764|90
2012-11-12T12:23:10.081+00:00|1168231108765|90
2012-11-12T07:25:39.275+00:00|1168231108767|90
2012-11-12T21:38:16.692+00:00|1168231108770|90
