creationDate|Comment.id|Place.id
2012-10-25T20:39:16.383+00:00|1099511629079|61
2012-10-25T23:46:01.548+00:00|1099511629080|50
2012-10-25T21:26:07.642+00:00|1099511629081|50
2012-10-25T17:05:19.616+00:00|1099511629082|49
2012-10-25T21:26:17.735+00:00|1099511629083|61
2012-10-25T19:09:20.516+00:00|1099511630299|0
2012-10-25T19:04:39.775+00:00|1099511630300|57
2012-10-25T19:29:42.490+00:00|1099511630301|92
2012-10-25T19:25:38.249+00:00|1099511630302|56
2012-10-25T22:28:12.750+00:00|1099511630304|57
2012-10-25T19:53:38.160+00:00|1099511630305|57
2012-10-25T19:40:58.119+00:00|1099511630306|1
