creationDate|Post.id|Tag.id
2012-09-15T20:09:53.180+00:00|1099511630432|1521
2012-09-15T20:09:53.180+00:00|1099511630432|5094
2012-09-15T20:09:53.180+00:00|1099511630432|5103
2012-09-15T20:10:38.180+00:00|1099511630440|1023
2012-09-15T20:10:38.180+00:00|1099511630440|1521
2012-09-15T20:10:38.180+00:00|1099511630440|2815
2012-09-15T20:10:38.180+00:00|1099511630440|2892
2012-09-15T14:29:23.180+00:00|1099511630494|1521
2012-09-15T14:29:23.180+00:00|1099511630494|1940
2012-09-15T14:29:23.180+00:00|1099511630494|5641
2012-09-15T14:29:23.180+00:00|1099511630494|11661
2012-09-15T14:29:23.180+00:00|1099511630494|15079
2012-09-15T15:57:08.180+00:00|1099511630523|1521
2012-09-15T15:57:08.180+00:00|1099511630523|2093
2012-09-15T15:57:08.180+00:00|1099511630523|5077
2012-09-15T15:57:08.180+00:00|1099511630523|7068
