creationDate|Comment.id|Person.id
2012-12-26T08:59:58.302+00:00|1168231106745|13194139533352
2012-12-26T09:00:09.054+00:00|1168231106746|16
2012-12-26T09:32:13.233+00:00|1168231106749|26388279066655
2012-12-26T11:03:29.601+00:00|1168231106750|10995116277783
2012-12-26T19:34:47.918+00:00|1168231106751|32
2012-12-26T19:07:40.302+00:00|1168231107804|35184372088856
2012-12-26T23:17:27.060+00:00|1168231107805|28587302322180
2012-12-26T19:30:18.943+00:00|1168231107806|28587302322180
2012-12-26T19:07:53.385+00:00|1168231107807|13194139533342
2012-12-26T17:36:57.938+00:00|1168231107845|35184372088856
2012-12-26T20:06:43.048+00:00|1168231107855|35184372088856
2012-12-26T20:24:33.014+00:00|1168231107856|35184372088856
2012-12-26T18:40:55.216+00:00|1168231107865|35184372088856
2012-12-26T17:34:54.872+00:00|1168231107872|35184372088856
2012-12-26T17:29:06.806+00:00|1168231107874|35184372088856
2012-12-26T22:51:27.428+00:00|1168231109239|13194139533352
2012-12-26T23:19:08.632+00:00|1168231109242|17592186044461
2012-12-26T21:18:36.561+00:00|1168231109260|28587302322180
2012-12-26T03:49:27.196+00:00|1168231109271|32
2012-12-26T12:36:50.289+00:00|1168231109275|30786325577731
2012-12-26T03:50:11.274+00:00|1168231109277|32985348833329
