creationDate|Comment.id|Person.id
2012-12-16T12:33:06.664+00:00|1168231105037|35184372088856
2012-12-16T04:02:10.449+00:00|1168231106852|37383395344394
2012-12-16T13:31:54.457+00:00|1168231106853|26388279066655
2012-12-16T20:05:19.506+00:00|1168231106854|10995116277783
2012-12-16T12:56:56.384+00:00|1168231106855|13194139533342
2012-12-16T13:40:54.367+00:00|1168231106856|30786325577731
2012-12-16T13:36:20.713+00:00|1168231106859|10995116277783
2012-12-16T14:23:56.726+00:00|1168231106860|13194139533355
2012-12-16T09:29:13.606+00:00|1168231106861|21990232555527
2012-12-16T12:57:18.601+00:00|1168231106865|35184372088871
