creationDate|Comment.id|Place.id
2012-12-18T06:24:13.715+00:00|1168231107141|48
2012-12-18T08:18:39.784+00:00|1168231107143|97
2012-12-18T08:35:35.011+00:00|1168231107146|49
2012-12-18T09:44:13.145+00:00|1168231107147|78
2012-12-18T01:42:47.440+00:00|1168231107149|80
2012-12-18T10:14:52.589+00:00|1168231107151|0
2012-12-18T15:57:51.976+00:00|1168231107152|92
2012-12-18T08:52:02.087+00:00|1168231107154|56
2012-12-18T08:56:58.014+00:00|1168231107156|1
2012-12-18T06:32:16.270+00:00|1168231107157|49
