creationDate|Forum.id|Person.id
2012-12-28T13:48:51.625+00:00|1168231104928|2199023255557
2012-12-28T04:37:24.354+00:00|1168231104928|10995116277782
2012-12-28T19:02:19.206+00:00|1168231104928|10995116277783
2012-12-28T21:12:05.850+00:00|1168231104928|2199023255594
2012-12-28T17:52:27.352+00:00|1168231104928|24189255811109
2012-12-28T13:54:33.899+00:00|1168231104928|32
2012-12-28T10:54:45.438+00:00|1168231104929|15393162788877
2012-12-28T12:33:32.043+00:00|1168231104929|10995116277783
2012-12-28T22:40:24.118+00:00|1168231104929|37383395344394
2012-12-28T01:30:25.226+00:00|1168231104929|13194139533352
