creationDate|Comment.id|Person.id
2012-12-30T11:03:46.738+00:00|1168231107118|35184372088834
2012-12-30T19:32:58.024+00:00|1168231107145|35184372088834
2012-12-30T08:14:45.114+00:00|1168231107276|35184372088834
2012-12-30T00:24:30.865+00:00|1168231109188|10995116277761
2012-12-30T03:24:50.622+00:00|1168231109191|10995116277761
2012-12-30T04:05:49.940+00:00|1168231109194|32985348833291
2012-12-30T19:53:45.116+00:00|1168231109195|35184372088850
2012-12-30T07:43:43.766+00:00|1168231109196|28587302322191
2012-12-30T14:04:39.282+00:00|1168231109197|10995116277761
2012-12-30T05:33:39.799+00:00|1168231109202|21990232555526
2012-12-30T04:19:38.514+00:00|1168231109203|30786325577740
2012-12-30T05:33:29.166+00:00|1168231109205|28587302322209
2012-12-30T17:18:58.779+00:00|1168231109206|17592186044461
2012-12-30T14:28:46.332+00:00|1168231109208|28587302322223
2012-12-30T15:09:27.946+00:00|1168231109209|32985348833329
2012-12-30T15:02:47.157+00:00|1168231109211|37383395344394
2012-12-30T15:27:42.465+00:00|1168231109212|28587302322209
2012-12-30T15:48:49.157+00:00|1168231109213|37383395344394
2012-12-30T08:25:20.542+00:00|1168231109214|35184372088850
2012-12-30T14:24:09.799+00:00|1168231109215|10995116277761
2012-12-30T15:12:29.674+00:00|1168231109216|35184372088850
2012-12-30T19:45:36.014+00:00|1168231109217|28587302322196
2012-12-30T20:06:43.260+00:00|1168231109218|28587302322196
2012-12-30T19:47:25.775+00:00|1168231109219|8796093022244
2012-12-30T21:26:52.631+00:00|1168231109220|8796093022237
2012-12-30T16:07:34.545+00:00|1168231109221|2199023255573
2012-12-30T14:25:44.230+00:00|1168231109222|10995116277783
2012-12-30T21:13:26.296+00:00|1168231109224|10995116277808
2012-12-30T21:32:47.690+00:00|1168231109226|17592186044461
2012-12-30T02:53:34.854+00:00|1168231109228|28587302322196
2012-12-30T03:25:59.344+00:00|1168231109244|28587302322180
2012-12-30T02:44:51.196+00:00|1168231109249|28587302322180
2012-12-30T05:10:22.683+00:00|1168231109253|30786325577740
2012-12-30T20:38:08.540+00:00|1168231109269|13194139533342
2012-12-30T01:48:58.582+00:00|1168231109272|35184372088856
2012-12-30T02:40:44.125+00:00|1168231109273|37383395344394
2012-12-30T01:49:08.922+00:00|1168231109279|32985348833318
2012-12-30T09:48:56.932+00:00|1168231109280|13194139533352
2012-12-30T16:25:26.047+00:00|1168231109281|8796093022244
2012-12-30T01:51:17.908+00:00|1168231109282|10995116277761
