creationDate|Comment.id|Person.id
2012-10-29T16:58:38.861+00:00|1099511630057|14
2012-10-29T03:07:17.332+00:00|1099511630058|15393162788877
2012-10-29T13:03:55.003+00:00|1099511630059|28587302322209
2012-10-29T03:23:31.335+00:00|1099511630060|24189255811109
2012-10-29T10:55:35.226+00:00|1099511630061|8796093022244
2012-10-29T07:29:49.684+00:00|1099511630063|28587302322209
2012-10-29T20:45:34.879+00:00|1099511630064|8796093022237
2012-10-29T16:06:02.337+00:00|1099511630065|21990232555527
2012-10-29T06:12:45.786+00:00|1099511630066|6597069766702
2012-10-29T07:31:18.174+00:00|1099511630067|2199023255573
