creationDate|Comment.id|Person.id
2012-10-25T20:39:16.383+00:00|1099511629079|26388279066658
2012-10-25T23:46:01.548+00:00|1099511629080|26388279066655
2012-10-25T21:26:07.642+00:00|1099511629081|26388279066655
2012-10-25T17:05:19.616+00:00|1099511629082|13194139533352
2012-10-25T21:26:17.735+00:00|1099511629083|26388279066658
2012-10-25T19:09:20.516+00:00|1099511630299|8796093022234
2012-10-25T19:04:39.775+00:00|1099511630300|10995116277783
2012-10-25T19:29:42.490+00:00|1099511630301|17592186044443
2012-10-25T19:25:38.249+00:00|1099511630302|30786325577731
2012-10-25T22:28:12.750+00:00|1099511630304|10995116277783
2012-10-25T19:53:38.160+00:00|1099511630305|10995116277783
2012-10-25T19:40:58.119+00:00|1099511630306|32985348833291
