creationDate|id|locationIP|browserUsed|content|length
2012-10-25T20:39:16.383+00:00|1099511629079|186.64.7.5|Firefox|About Celia Cruz,  is indisputably the best known and most inflAbout How to Save a Life,|89
2012-10-25T23:46:01.548+00:00|1099511629080|31.24.100.159|Firefox|yes|3
2012-10-25T21:26:07.642+00:00|1099511629081|31.24.100.159|Firefox|About Celia Cruz,  renowned internationally as the QueenAbout County of Ty|74
2012-10-25T17:05:19.616+00:00|1099511629082|192.190.31.253|Chrome|About Pope Benedict XVI, n: Benedikt XVI. ; born Joseph Aloisius Ratzinger on 16 April 1927) is the 265th Pope, a position in|125
2012-10-25T21:26:17.735+00:00|1099511629083|186.64.7.5|Firefox|LOL|3
2012-10-25T19:09:20.516+00:00|1099511630299|49.50.77.195|Firefox|About F. Scott Fitzgerald, s of youth and promise along with despair and a|74
2012-10-25T19:04:39.775+00:00|1099511630300|24.38.139.231|Firefox|About Easter Island, tant monumental statues, called moai, created by the early Rapanui|88
2012-10-25T19:29:42.490+00:00|1099511630301|31.182.127.125|Internet Explorer|fine|4
2012-10-25T19:25:38.249+00:00|1099511630302|31.185.10.92|Internet Explorer|About Saint Helena, of Tristan da Cunha. Saint Helena measureAbout Easter Island|80
2012-10-25T22:28:12.750+00:00|1099511630304|24.38.139.231|Firefox|cool|4
2012-10-25T19:53:38.160+00:00|1099511630305|24.38.139.231|Firefox|maybe|5
2012-10-25T19:40:58.119+00:00|1099511630306|27.121.123.176|Chrome|no way!|7
