1293168334086|1577664000000|false|10995116277782|28587302322210|0.57421875
1293168334086|1577664000000|false|10995116277782|26388279066664|0.63671875
1293168334086|1577664000000|false|10995116277782|26388279066641|0.8671875
1293168334086|1577664000000|false|10995116277782|35184372088850|0.71875
1293168334086|1577664000000|false|10995116277782|28587302322180|0.68359375
1293168334086|1577664000000|false|10995116277782|35184372088856|0.96484375
1262531431499|1577664000000|false|14|35184372088856|0.92578125
1262531431499|1577664000000|false|14|4398046511148|0.98828125
1262531431499|1577664000000|false|14|24189255811081|0.99609375
1288244969470|1577664000000|false|8796093022238|24189255811081|0.9453125
1288244969470|1577664000000|false|8796093022238|19791209300010|0.828125
