creationDate|Forum.id|Tag.id
2012-11-03T10:03:55.388+00:00|1099511628123|804
2012-11-03T10:03:55.388+00:00|1099511628123|973
2012-11-03T10:03:55.388+00:00|1099511628123|1170
2012-11-03T10:03:55.388+00:00|1099511628123|1185
2012-11-03T10:03:55.388+00:00|1099511628123|1206
2012-11-03T10:03:55.388+00:00|1099511628123|1749
2012-11-03T10:03:55.388+00:00|1099511628123|1908
2012-11-03T10:03:55.388+00:00|1099511628123|1954
2012-11-03T10:03:55.388+00:00|1099511628123|2003
2012-11-03T10:03:55.388+00:00|1099511628123|2786
2012-11-03T10:03:55.388+00:00|1099511628123|2816
2012-11-03T10:03:55.388+00:00|1099511628123|2969
2012-11-03T10:03:55.388+00:00|1099511628123|2985
2012-11-03T10:03:55.388+00:00|1099511628123|4865
2012-11-03T10:03:55.388+00:00|1099511628123|6399
2012-11-03T10:03:55.388+00:00|1099511628123|6815
2012-11-03T10:03:55.388+00:00|1099511628123|7025
2012-11-03T10:03:55.388+00:00|1099511628123|7142
2012-11-03T10:03:55.388+00:00|1099511628123|7689
2012-11-03T10:03:55.388+00:00|1099511628123|9929
2012-11-03T04:19:35.782+00:00|1099511628185|9098
