creationDate|Comment.id|Place.id
2012-12-11T10:53:11.846+00:00|1168231106804|51
2012-12-11T05:50:09.219+00:00|1168231106809|51
2012-12-11T10:05:44.492+00:00|1168231106879|97
2012-12-11T06:58:43.323+00:00|1168231106913|51
2012-12-11T08:11:38.372+00:00|1168231106958|0
2012-12-11T08:21:10.312+00:00|1168231106961|1
2012-12-11T06:25:46.102+00:00|1168231106969|110
2012-12-11T20:41:36.225+00:00|1168231106971|0
2012-12-11T23:49:23.949+00:00|1168231106973|78
2012-12-11T00:17:56.357+00:00|1168231106974|53
2012-12-11T22:11:01.400+00:00|1168231107113|54
2012-12-11T06:16:44.296+00:00|1168231109531|59
2012-12-11T18:52:14.969+00:00|1168231109534|97
2012-12-11T13:06:35.229+00:00|1168231109537|59
2012-12-11T20:22:24.795+00:00|1168231109538|59
2012-12-11T10:54:01.810+00:00|1168231109539|52
2012-12-11T21:27:28.609+00:00|1168231109543|97
2012-12-11T15:18:30.551+00:00|1168231109544|49
2012-12-11T09:37:49.317+00:00|1168231109545|59
