creationDate|Comment.id|Place.id
2012-12-16T12:33:06.664+00:00|1168231105037|1
2012-12-16T04:02:10.449+00:00|1168231106852|50
2012-12-16T13:31:54.457+00:00|1168231106853|50
2012-12-16T20:05:19.506+00:00|1168231106854|57
2012-12-16T12:56:56.384+00:00|1168231106855|59
2012-12-16T13:40:54.367+00:00|1168231106856|56
2012-12-16T13:36:20.713+00:00|1168231106859|57
2012-12-16T14:23:56.726+00:00|1168231106860|0
2012-12-16T09:29:13.606+00:00|1168231106861|1
2012-12-16T12:57:18.601+00:00|1168231106865|56
