creationDate|Forum.id|Tag.id
2012-11-22T22:15:35.962+00:00|1168231104773|6
2012-11-22T22:15:35.962+00:00|1168231104773|60
2012-11-22T22:15:35.962+00:00|1168231104773|138
2012-11-22T22:15:35.962+00:00|1168231104773|252
2012-11-22T22:15:35.962+00:00|1168231104773|279
2012-11-22T22:15:35.962+00:00|1168231104773|468
2012-11-22T22:15:35.962+00:00|1168231104773|565
2012-11-22T22:15:35.962+00:00|1168231104773|576
2012-11-22T22:15:35.962+00:00|1168231104773|585
2012-11-22T22:15:35.962+00:00|1168231104773|588
2012-11-22T22:15:35.962+00:00|1168231104773|774
2012-11-22T22:15:35.962+00:00|1168231104773|777
2012-11-22T22:15:35.962+00:00|1168231104773|782
2012-11-22T22:15:35.962+00:00|1168231104773|807
2012-11-22T22:15:35.962+00:00|1168231104773|1030
2012-11-22T22:15:35.962+00:00|1168231104773|1032
2012-11-22T22:15:35.962+00:00|1168231104773|1614
2012-11-22T22:15:35.962+00:00|1168231104773|1760
2012-11-22T22:15:35.962+00:00|1168231104773|1769
2012-11-22T22:15:35.962+00:00|1168231104773|2045
2012-11-22T22:15:35.962+00:00|1168231104773|2069
2012-11-22T22:15:35.962+00:00|1168231104773|2097
2012-11-22T22:15:35.962+00:00|1168231104773|2787
2012-11-22T22:15:35.962+00:00|1168231104773|2794
2012-11-22T22:15:35.962+00:00|1168231104773|2801
2012-11-22T22:15:35.962+00:00|1168231104773|2805
2012-11-22T22:15:35.962+00:00|1168231104773|2808
2012-11-22T22:15:35.962+00:00|1168231104773|2869
2012-11-22T22:15:35.962+00:00|1168231104773|2876
2012-11-22T22:15:35.962+00:00|1168231104773|2951
2012-11-22T22:15:35.962+00:00|1168231104773|2963
2012-11-22T22:15:35.962+00:00|1168231104773|2967
2012-11-22T22:15:35.962+00:00|1168231104773|3009
2012-11-22T22:15:35.962+00:00|1168231104773|3055
2012-11-22T22:15:35.962+00:00|1168231104773|3071
2012-11-22T22:15:35.962+00:00|1168231104773|4844
2012-11-22T22:15:35.962+00:00|1168231104773|5085
2012-11-22T22:15:35.962+00:00|1168231104773|5129
2012-11-22T22:15:35.962+00:00|1168231104773|6385
2012-11-22T22:15:35.962+00:00|1168231104773|6397
2012-11-22T22:15:35.962+00:00|1168231104773|6547
2012-11-22T22:15:35.962+00:00|1168231104773|7547
2012-11-22T22:15:35.962+00:00|1168231104773|8925
2012-11-22T22:15:35.962+00:00|1168231104773|9272
2012-11-22T22:15:35.962+00:00|1168231104773|10037
2012-11-22T22:15:35.962+00:00|1168231104773|10878
2012-11-22T22:15:35.962+00:00|1168231104773|12400
2012-11-22T22:15:35.962+00:00|1168231104773|13487
