creationDate|Comment.id|Person.id
2012-12-29T02:47:04.434+00:00|1168231109182|2199023255557
2012-12-29T00:42:26.495+00:00|1168231109187|10995116277783
2012-12-29T10:33:24.177+00:00|1168231109192|28587302322191
2012-12-29T10:39:41.674+00:00|1168231109193|21990232555526
2012-12-29T14:31:34.431+00:00|1168231109198|32
2012-12-29T23:19:01.773+00:00|1168231109199|10995116277782
2012-12-29T10:33:55.363+00:00|1168231109200|35184372088871
2012-12-29T21:06:17.015+00:00|1168231109201|13194139533342
2012-12-29T12:02:24.224+00:00|1168231109204|26388279066658
2012-12-29T22:15:20.013+00:00|1168231109258|13194139533342
2012-12-29T23:15:24.582+00:00|1168231109262|28587302322204
2012-12-29T17:06:21.441+00:00|1168231109264|21990232555526
2012-12-29T22:40:16.971+00:00|1168231109274|13194139533342
