creationDate|Post.id|Place.id
2012-07-29T00:15:11.336+00:00|1030792151040|110
2012-07-29T00:15:12.336+00:00|1030792151041|1
2012-07-29T00:15:13.336+00:00|1030792151042|1
2012-07-29T00:15:14.336+00:00|1030792151043|1
2012-07-29T00:15:15.336+00:00|1030792151044|1
2012-07-29T00:15:16.336+00:00|1030792151045|1
2012-07-29T00:15:17.336+00:00|1030792151046|1
2012-07-29T00:15:18.336+00:00|1030792151047|1
2012-07-29T00:15:19.336+00:00|1030792151048|1
2012-07-29T00:15:20.336+00:00|1030792151049|1
2012-07-29T00:15:21.336+00:00|1030792151050|1
2012-07-29T00:15:22.336+00:00|1030792151051|1
2012-07-29T00:15:23.336+00:00|1030792151052|1
2012-07-29T00:15:24.336+00:00|1030792151053|1
2012-07-29T00:15:25.336+00:00|1030792151054|1
2012-07-29T00:15:27.336+00:00|1030792151056|1
2012-07-29T00:15:28.336+00:00|1030792151057|1
2012-07-29T00:15:29.336+00:00|1030792151058|23
2012-01-27T12:49:08.866+00:00|824633720867|1
2012-01-27T12:49:09.866+00:00|824633720868|1
2012-01-27T12:49:10.866+00:00|824633720869|1
2012-01-27T12:49:12.866+00:00|824633720871|1
2012-01-27T12:49:13.866+00:00|824633720872|1
2012-01-27T12:49:14.866+00:00|824633720873|1
2012-04-12T08:18:18.462+00:00|893353197610|1
2012-05-13T20:46:54.373+00:00|962072674347|1
2012-05-13T20:46:55.373+00:00|962072674348|1
2012-04-06T19:07:14.077+00:00|893353197613|1
2012-04-06T19:07:15.077+00:00|893353197614|1
2012-04-06T19:07:16.077+00:00|893353197615|1
2012-04-06T19:07:17.077+00:00|893353197616|1
2012-04-06T19:07:18.077+00:00|893353197617|1
2012-04-06T19:07:19.077+00:00|893353197618|1
2012-04-06T19:07:20.077+00:00|893353197619|1
2012-04-06T19:07:21.077+00:00|893353197620|1
2012-04-06T19:07:22.077+00:00|893353197621|1
2012-04-06T19:07:23.077+00:00|893353197622|1
2012-04-06T19:07:24.077+00:00|893353197623|1
2012-04-06T19:07:25.077+00:00|893353197624|1
2012-04-06T19:07:26.077+00:00|893353197625|1
2012-04-06T19:07:27.077+00:00|893353197626|1
2012-04-06T19:07:28.077+00:00|893353197627|1
2012-04-06T19:07:29.077+00:00|893353197628|1
2012-04-05T02:04:15.418+00:00|893353197649|1
2012-09-08T16:48:23.089+00:00|1099511627858|1
2012-09-08T16:48:24.089+00:00|1099511627859|1
2012-09-08T16:48:25.089+00:00|1099511627860|1
2012-09-08T16:48:26.089+00:00|1099511627861|1
2012-09-08T16:48:27.089+00:00|1099511627862|1
2012-09-08T16:48:28.089+00:00|1099511627863|1
2012-09-08T16:48:29.089+00:00|1099511627864|1
2012-09-08T16:48:30.089+00:00|1099511627865|1
2012-09-08T16:48:31.089+00:00|1099511627866|1
2012-09-08T16:48:33.089+00:00|1099511627868|1
2012-09-08T16:48:34.089+00:00|1099511627869|1
2012-09-08T16:48:35.089+00:00|1099511627870|1
2012-09-08T16:48:36.089+00:00|1099511627871|1
2012-09-08T16:48:37.089+00:00|1099511627872|1
2012-09-08T16:48:38.089+00:00|1099511627873|1
2012-09-08T16:48:40.089+00:00|1099511627875|1
2012-09-08T16:48:41.089+00:00|1099511627876|1
2012-06-27T19:31:38.129+00:00|962072674405|1
2012-06-27T19:31:39.129+00:00|962072674406|1
2012-06-27T19:31:40.129+00:00|962072674407|1
2012-06-27T19:31:41.129+00:00|962072674408|1
2012-06-27T19:31:42.129+00:00|962072674409|1
2012-06-27T19:31:43.129+00:00|962072674410|1
2012-04-09T21:42:14.730+00:00|893353197691|1
2012-04-09T21:42:15.730+00:00|893353197692|1
2012-04-09T21:42:16.730+00:00|893353197693|1
2012-04-09T21:42:17.730+00:00|893353197694|1
2012-04-09T21:42:18.730+00:00|893353197695|1
2012-04-09T21:42:19.730+00:00|893353197696|1
2012-04-09T21:42:20.730+00:00|893353197697|1
2012-04-09T21:42:21.730+00:00|893353197698|1
2012-04-09T21:42:22.730+00:00|893353197699|1
2012-04-09T21:42:23.730+00:00|893353197700|1
2012-04-09T21:42:24.730+00:00|893353197701|1
2012-04-09T21:42:25.730+00:00|893353197702|1
2012-04-09T21:42:26.730+00:00|893353197703|1
2012-04-09T21:42:27.730+00:00|893353197704|1
2012-04-09T21:42:28.730+00:00|893353197705|1
2012-04-09T21:42:29.730+00:00|893353197706|1
2012-04-09T21:42:30.730+00:00|893353197707|1
2012-04-09T21:42:31.730+00:00|893353197708|1
2012-04-09T21:42:32.730+00:00|893353197709|1
2011-11-06T14:58:17.267+00:00|687194767503|1
2011-11-06T14:58:18.267+00:00|687194767504|1
2011-11-06T14:58:19.267+00:00|687194767505|1
2011-11-06T14:58:20.267+00:00|687194767506|1
2011-11-06T14:58:21.267+00:00|687194767507|1
2011-11-06T14:58:22.267+00:00|687194767508|1
2011-11-06T14:58:23.267+00:00|687194767509|1
2011-11-06T14:58:24.267+00:00|687194767510|1
2011-11-06T14:58:25.267+00:00|687194767511|1
2011-11-06T14:58:26.267+00:00|687194767512|1
2011-11-06T14:58:27.267+00:00|687194767513|1
2011-11-06T14:58:28.267+00:00|687194767514|7
2011-11-06T14:58:29.267+00:00|687194767515|1
2011-11-06T14:58:30.267+00:00|687194767516|37
2011-11-06T14:58:31.267+00:00|687194767517|1
2011-11-06T14:58:32.267+00:00|687194767518|1
2011-11-06T14:58:33.267+00:00|687194767519|1
2011-11-06T14:58:34.267+00:00|687194767520|1
2011-11-06T14:58:35.267+00:00|687194767521|1
2011-10-12T06:15:52.087+00:00|687194767522|92
2011-05-23T06:01:17.143+00:00|549755814053|92
2011-05-23T06:01:18.143+00:00|549755814054|108
2011-05-23T06:01:19.143+00:00|549755814055|92
2011-05-23T06:01:20.143+00:00|549755814056|92
2011-05-23T06:01:21.143+00:00|549755814057|92
