creationDate|id|imageFile|locationIP|browserUsed|language|content|length
2012-07-29T00:15:11.336+00:00|1030792151040|photo1030792151040.jpg|41.78.114.237|Internet Explorer|||0
2012-07-29T00:15:12.336+00:00|1030792151041|photo1030792151041.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:13.336+00:00|1030792151042|photo1030792151042.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:14.336+00:00|1030792151043|photo1030792151043.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:15.336+00:00|1030792151044|photo1030792151044.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:16.336+00:00|1030792151045|photo1030792151045.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:17.336+00:00|1030792151046|photo1030792151046.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:18.336+00:00|1030792151047|photo1030792151047.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:19.336+00:00|1030792151048|photo1030792151048.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:20.336+00:00|1030792151049|photo1030792151049.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:21.336+00:00|1030792151050|photo1030792151050.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:22.336+00:00|1030792151051|photo1030792151051.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:23.336+00:00|1030792151052|photo1030792151052.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:24.336+00:00|1030792151053|photo1030792151053.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:25.336+00:00|1030792151054|photo1030792151054.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:27.336+00:00|1030792151056|photo1030792151056.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:28.336+00:00|1030792151057|photo1030792151057.jpg|27.131.221.93|Internet Explorer|||0
2012-07-29T00:15:29.336+00:00|1030792151058|photo1030792151058.jpg|193.41.40.248|Internet Explorer|||0
2012-01-27T12:49:08.866+00:00|824633720867|photo824633720867.jpg|27.131.221.93|Internet Explorer|||0
2012-01-27T12:49:09.866+00:00|824633720868|photo824633720868.jpg|27.131.221.93|Internet Explorer|||0
2012-01-27T12:49:10.866+00:00|824633720869|photo824633720869.jpg|27.131.221.93|Internet Explorer|||0
2012-01-27T12:49:12.866+00:00|824633720871|photo824633720871.jpg|27.131.221.93|Internet Explorer|||0
2012-01-27T12:49:13.866+00:00|824633720872|photo824633720872.jpg|27.131.221.93|Internet Explorer|||0
2012-01-27T12:49:14.866+00:00|824633720873|photo824633720873.jpg|27.131.221.93|Internet Explorer|||0
2012-04-12T08:18:18.462+00:00|893353197610|photo893353197610.jpg|27.131.221.93|Internet Explorer|||0
2012-05-13T20:46:54.373+00:00|962072674347|photo962072674347.jpg|27.131.221.93|Internet Explorer|||0
2012-05-13T20:46:55.373+00:00|962072674348|photo962072674348.jpg|27.131.221.93|Internet Explorer|||0
2012-04-06T19:07:14.077+00:00|893353197613|photo893353197613.jpg|27.131.221.93|Internet Explorer|||0
2012-04-06T19:07:15.077+00:00|893353197614|photo893353197614.jpg|27.131.221.93|Internet Explorer|||0
2012-04-06T19:07:16.077+00:00|893353197615|photo893353197615.jpg|27.131.221.93|Internet Explorer|||0
