creationDate|Comment.id|Tag.id
2012-07-02T09:01:05.378+00:00|962072674828|139
2012-07-02T09:01:05.378+00:00|962072674828|3022
2012-07-02T09:01:05.378+00:00|962072674828|5097
2012-07-02T09:01:05.378+00:00|962072674828|6993
2012-07-02T09:01:05.378+00:00|962072674828|7557
2012-07-02T09:01:05.378+00:00|962072674828|10571
2012-07-19T02:26:23.011+00:00|1030792151567|1771
2012-07-19T02:26:23.011+00:00|1030792151567|3022
2012-07-19T02:26:23.011+00:00|1030792151567|6424
2012-07-19T02:26:23.011+00:00|1030792151567|7108
2012-07-19T02:26:23.011+00:00|1030792151567|10571
2012-07-02T06:10:58.455+00:00|962072674836|1984
2012-07-02T06:10:58.455+00:00|962072674836|3022
2012-07-02T06:10:58.455+00:00|962072674836|3080
2012-07-02T06:10:58.455+00:00|962072674836|5699
2012-07-02T06:10:58.455+00:00|962072674836|8348
2012-07-02T06:10:58.455+00:00|962072674836|14856
2012-07-19T06:31:35.870+00:00|1030792151575|1771
2012-07-19T06:31:35.870+00:00|1030792151575|2960
2012-07-19T06:31:35.870+00:00|1030792151575|5754
2012-07-19T06:31:35.870+00:00|1030792151575|6427
2012-07-19T06:31:35.870+00:00|1030792151575|7108
2012-07-19T06:31:35.870+00:00|1030792151575|10571
2012-07-31T07:31:47.056+00:00|1030792151578|139
2012-07-31T07:31:47.056+00:00|1030792151578|9613
2012-08-27T15:57:29.444+00:00|1030792151579|139
2012-08-27T15:57:29.444+00:00|1030792151579|3041
2012-07-31T10:24:37.798+00:00|1030792151582|139
2012-07-31T10:24:37.798+00:00|1030792151582|5140
2012-08-27T16:27:50.488+00:00|1030792151583|2028
2012-08-28T15:39:47.552+00:00|1030792151587|3040
2012-08-27T16:02:23.482+00:00|1030792151588|139
2012-08-27T16:02:23.482+00:00|1030792151588|13584
2012-05-17T20:28:59.395+00:00|962072675616|461
2012-05-17T20:28:59.395+00:00|962072675616|2782
2012-05-17T20:28:59.395+00:00|962072675616|3029
2012-05-17T20:28:59.395+00:00|962072675616|9751
2012-05-18T00:59:18.193+00:00|962072675617|461
2012-05-18T00:59:18.193+00:00|962072675617|1985
2012-05-18T00:59:18.193+00:00|962072675617|6764
2012-07-13T19:54:52.562+00:00|1030792152357|9289
2012-07-13T19:54:52.562+00:00|1030792152357|13768
2012-07-13T23:03:08.231+00:00|1030792152359|13221
2012-07-13T23:03:08.231+00:00|1030792152359|13768
2012-02-28T15:02:57.887+00:00|824633722155|4
2012-02-28T15:02:57.887+00:00|824633722155|13768
2012-02-28T15:02:57.887+00:00|824633722155|13816
2012-07-13T19:55:24.460+00:00|1030792152366|5289
2012-07-13T19:55:24.460+00:00|1030792152366|9289
2012-07-13T16:53:32.534+00:00|1030792152367|2893
2012-07-13T16:53:32.534+00:00|1030792152367|5076
2012-07-13T18:46:10.614+00:00|1030792152368|7555
2012-07-13T18:46:10.614+00:00|1030792152368|9302
2012-07-13T18:46:10.614+00:00|1030792152368|13816
2011-10-18T16:02:02.895+00:00|687194768694|193
2011-10-18T16:02:02.895+00:00|687194768694|1170
2011-10-18T16:02:02.895+00:00|687194768694|1995
2011-10-18T16:02:02.895+00:00|687194768694|2822
2011-10-18T16:02:02.895+00:00|687194768694|6948
2011-10-18T16:02:02.895+00:00|687194768694|11390
2011-10-18T16:02:02.895+00:00|687194768694|15377
2011-10-19T04:15:16.504+00:00|687194768696|193
2011-10-19T04:15:16.504+00:00|687194768696|289
2011-10-19T04:15:16.504+00:00|687194768696|6948
2011-10-19T04:15:16.504+00:00|687194768696|7572
2011-10-19T04:15:16.504+00:00|687194768696|9163
2011-10-19T04:15:16.504+00:00|687194768696|9709
2011-10-19T04:15:16.504+00:00|687194768696|11251
2011-10-18T15:44:35.359+00:00|687194768701|1995
2011-10-18T15:44:35.359+00:00|687194768701|6449
2011-10-18T15:44:35.359+00:00|687194768701|7022
2011-10-18T15:44:35.359+00:00|687194768701|8400
2011-07-22T19:58:03.865+00:00|618475291982|193
2011-07-22T19:58:03.865+00:00|618475291982|1195
2011-07-22T19:58:03.865+00:00|618475291982|2834
2011-07-22T19:58:03.865+00:00|618475291982|3077
2011-07-22T19:58:03.865+00:00|618475291982|4940
2011-07-22T19:58:03.865+00:00|618475291982|10734
2011-07-22T06:49:22.190+00:00|618475291985|3077
2011-07-22T06:49:22.190+00:00|618475291985|5068
2011-07-22T06:49:22.190+00:00|618475291985|5080
2012-02-18T03:47:18.409+00:00|824633722199|1684
2012-02-18T03:47:18.409+00:00|824633722199|1748
2012-02-18T03:47:18.409+00:00|824633722199|2973
2012-02-18T03:47:18.409+00:00|824633722199|5084
2012-02-18T03:47:18.409+00:00|824633722199|5106
2012-02-18T03:47:18.409+00:00|824633722199|5159
2012-02-18T03:47:18.409+00:00|824633722199|6433
2012-02-18T03:47:18.409+00:00|824633722199|9036
2012-02-18T03:47:18.409+00:00|824633722199|11782
2012-02-18T03:47:18.409+00:00|824633722199|12295
2012-07-01T08:15:35.643+00:00|962072675700|543
2012-07-01T08:15:35.643+00:00|962072675700|1748
