creationDate|Comment.id|Person.id
2012-12-10T17:48:40.785+00:00|1168231106902|35184372088850
2012-12-10T12:00:04.418+00:00|1168231106957|35184372088834
2012-12-10T23:37:34.957+00:00|1168231106959|8796093022237
2012-12-10T12:29:13.379+00:00|1168231107019|35184372088834
2012-12-10T00:07:44.190+00:00|1168231107072|10995116277783
2012-12-10T00:08:25.005+00:00|1168231107073|8796093022234
2012-12-10T18:17:30.932+00:00|1168231109527|13194139533352
2012-12-10T21:04:14.571+00:00|1168231109528|26388279066641
2012-12-10T19:54:31.486+00:00|1168231109529|26388279066632
2012-12-10T22:04:31.060+00:00|1168231109530|26388279066632
2012-12-10T19:36:24.513+00:00|1168231109532|26388279066641
2012-12-10T21:50:00.334+00:00|1168231109533|26388279066641
2012-12-10T20:01:19.517+00:00|1168231109535|26388279066668
2012-12-10T22:04:31.596+00:00|1168231109546|35184372088850
