creationDate|Comment.id|Place.id
2012-11-07T09:36:03.733+00:00|1099511629371|61
2012-11-07T01:50:23.015+00:00|1099511631505|49
2012-11-07T14:51:37.239+00:00|1099511631512|4
2012-11-07T03:19:51.759+00:00|1099511631517|49
2012-11-07T04:02:09.993+00:00|1099511631518|90
2012-11-07T04:43:39.360+00:00|1099511631519|49
2012-11-07T18:23:09.147+00:00|1099511632433|0
2012-11-07T15:18:34.338+00:00|1099511632437|25
2012-11-07T09:36:17.951+00:00|1099511632438|53
2012-11-07T11:18:22.309+00:00|1099511632440|1
2012-11-07T16:41:24.084+00:00|1099511632441|0
