creationDate|Comment.id|Place.id
2012-12-30T11:03:46.738+00:00|1168231107118|51
2012-12-30T19:32:58.024+00:00|1168231107145|51
2012-12-30T08:14:45.114+00:00|1168231107276|51
2012-12-30T00:24:30.865+00:00|1168231109188|78
2012-12-30T03:24:50.622+00:00|1168231109191|78
2012-12-30T04:05:49.940+00:00|1168231109194|1
2012-12-30T19:53:45.116+00:00|1168231109195|97
2012-12-30T07:43:43.766+00:00|1168231109196|1
2012-12-30T14:04:39.282+00:00|1168231109197|78
2012-12-30T05:33:39.799+00:00|1168231109202|1
2012-12-30T04:19:38.514+00:00|1168231109203|71
2012-12-30T05:33:29.166+00:00|1168231109205|60
2012-12-30T17:18:58.779+00:00|1168231109206|90
2012-12-30T14:28:46.332+00:00|1168231109208|100
2012-12-30T15:09:27.946+00:00|1168231109209|0
2012-12-30T15:02:47.157+00:00|1168231109211|50
2012-12-30T15:27:42.465+00:00|1168231109212|60
2012-12-30T15:48:49.157+00:00|1168231109213|50
2012-12-30T08:25:20.542+00:00|1168231109214|97
2012-12-30T14:24:09.799+00:00|1168231109215|78
2012-12-30T15:12:29.674+00:00|1168231109216|97
2012-12-30T19:45:36.014+00:00|1168231109217|25
2012-12-30T20:06:43.260+00:00|1168231109218|25
2012-12-30T19:47:25.775+00:00|1168231109219|0
2012-12-30T21:26:52.631+00:00|1168231109220|1
2012-12-30T16:07:34.545+00:00|1168231109221|54
2012-12-30T14:25:44.230+00:00|1168231109222|57
2012-12-30T21:13:26.296+00:00|1168231109224|89
2012-12-30T21:32:47.690+00:00|1168231109226|90
2012-12-30T02:53:34.854+00:00|1168231109228|25
2012-12-30T03:25:59.344+00:00|1168231109244|48
2012-12-30T02:44:51.196+00:00|1168231109249|48
2012-12-30T05:10:22.683+00:00|1168231109253|71
2012-12-30T20:38:08.540+00:00|1168231109269|101
2012-12-30T01:48:58.582+00:00|1168231109272|1
2012-12-30T02:40:44.125+00:00|1168231109273|50
2012-12-30T01:49:08.922+00:00|1168231109279|53
2012-12-30T09:48:56.932+00:00|1168231109280|49
2012-12-30T16:25:26.047+00:00|1168231109281|0
2012-12-30T01:51:17.908+00:00|1168231109282|78
