creationDate|Comment.id|Post.id
2012-06-29T18:59:44.956+00:00|962072674467|687194767522
2012-07-19T13:47:41.728+00:00|1030792151560|962072674823
2012-07-19T15:21:15.100+00:00|1030792151561|962072674823
2012-07-02T11:10:43.970+00:00|962072674827|962072674823
2012-07-02T09:01:05.378+00:00|962072674828|962072674823
2012-08-01T06:15:28.082+00:00|1030792151571|962072674823
2012-07-02T06:10:58.455+00:00|962072674836|962072674823
2012-07-02T06:07:56.908+00:00|962072674838|962072674823
2012-08-27T13:17:07.561+00:00|1030792151577|1030792151576
2012-07-31T07:31:47.056+00:00|1030792151578|1030792151576
2012-08-27T15:57:29.444+00:00|1030792151579|1030792151576
2012-05-18T15:20:34.006+00:00|962072675614|962072675613
2012-05-18T12:20:04.808+00:00|962072675615|962072675613
2012-05-17T20:28:59.395+00:00|962072675616|962072675613
2012-05-17T20:51:57.539+00:00|962072675619|962072675613
2012-07-13T19:54:52.562+00:00|1030792152357|687194768676
2011-11-21T03:40:43.375+00:00|755914245414|687194768676
2012-02-28T17:22:51.967+00:00|824633722152|687194768676
2012-02-28T15:02:57.887+00:00|824633722155|687194768676
2012-02-29T00:54:47.968+00:00|824633722157|687194768676
2011-10-18T16:02:02.895+00:00|687194768694|687194768689
2011-10-19T04:15:16.504+00:00|687194768696|687194768689
2011-10-18T15:44:35.359+00:00|687194768701|687194768689
2011-07-22T19:58:03.865+00:00|618475291982|343597385027
2011-07-22T06:49:22.190+00:00|618475291985|343597385027
2011-07-22T04:44:57.259+00:00|618475291990|412316861781
2012-02-18T03:47:18.409+00:00|824633722199|412316861781
2012-02-17T10:00:40.826+00:00|824633722201|412316861784
2012-02-17T04:16:14.627+00:00|824633722202|412316861784
2012-01-22T08:15:39.416+00:00|824633722206|687194768731
2011-09-27T15:02:43.380+00:00|687194768735|687194768731
2011-09-27T12:04:32.809+00:00|687194768736|687194768731
2011-09-27T12:09:19.179+00:00|687194768739|687194768731
2012-05-27T06:24:23.704+00:00|962072675692|893353198948
2012-05-26T22:44:28.412+00:00|962072675694|893353198948
2012-07-01T08:15:35.643+00:00|962072675700|962072675699
2012-07-02T02:51:28.417+00:00|962072675701|962072675699
2012-06-15T15:49:14.960+00:00|962072675702|962072675699
2012-06-15T09:43:49.468+00:00|962072675703|962072675699
2012-06-15T15:06:33.847+00:00|962072675706|962072675699
2012-06-15T18:16:34.651+00:00|962072675714|962072675699
2012-08-03T18:49:46.491+00:00|1030792152452|962072675715
2012-07-01T08:14:21.463+00:00|962072675717|962072675715
2012-08-04T15:07:03.755+00:00|1030792152456|962072675715
2012-06-14T22:06:19.263+00:00|962072675726|962072675715
2012-08-03T16:05:41.251+00:00|1030792152463|962072675715
2012-06-14T22:17:55.381+00:00|962072675728|962072675715
2012-06-16T07:24:46.055+00:00|962072675732|962072675731
2012-06-15T15:16:06.622+00:00|962072675737|962072675731
2012-07-02T07:29:47.454+00:00|962072675742|962072675731
2012-08-04T05:28:30.593+00:00|1030792152489|962072675747
2012-07-08T08:27:44.724+00:00|962072675758|962072675747
2012-08-03T19:18:38.536+00:00|1030792152497|962072675747
2012-05-27T06:56:39.166+00:00|962072675894|687194768949
2012-07-20T17:04:54.498+00:00|1030792152631|687194768949
2012-05-14T01:54:59.422+00:00|962072675896|687194768949
2012-08-18T10:26:08.041+00:00|1030792152633|687194768949
2012-05-14T01:49:39.058+00:00|962072675905|549755815486
2012-07-21T11:11:47.783+00:00|1030792152648|549755815495
2012-01-17T23:19:50.926+00:00|824633722442|549755815495
2012-07-20T16:44:16.980+00:00|1030792152651|549755815495
2012-08-18T21:02:03.424+00:00|1030792152653|549755815495
2012-08-09T21:36:23.908+00:00|1030792153237|1030792153235
2012-08-09T21:41:57.157+00:00|1030792153238|1030792153235
2012-08-10T00:46:06.360+00:00|1030792153239|1030792153235
2012-08-10T15:17:49.873+00:00|1030792153240|1030792153235
2012-08-10T12:42:46.347+00:00|1030792153250|687194769569
2012-05-05T10:47:37.766+00:00|893353199944|893353199943
2012-07-27T23:51:47.234+00:00|1030792153417|893353199943
2012-08-13T00:43:54.967+00:00|1030792153420|893353199943
2012-06-29T09:46:29.795+00:00|962072676685|893353199943
2012-05-05T18:40:54.163+00:00|893353199950|893353199943
2012-07-27T13:16:00.637+00:00|1030792153426|893353199943
2012-06-15T08:12:21.969+00:00|962072676695|962072676693
2012-06-15T07:55:13.314+00:00|962072676697|962072676693
2012-06-29T09:00:32.415+00:00|962072676702|962072676693
2012-08-27T02:07:07.369+00:00|1030792153443|962072676693
2012-08-26T07:25:48.908+00:00|1030792153448|962072676711
2012-08-12T05:35:03.568+00:00|1030792153449|962072676711
2012-06-15T12:32:23.617+00:00|962072676715|962072676711
2012-06-15T08:04:58.427+00:00|962072676716|962072676711
2012-06-15T11:27:13.197+00:00|962072676717|962072676711
2012-06-15T23:08:56.654+00:00|962072676718|962072676711
2012-06-16T07:52:46.334+00:00|962072676721|962072676720
2012-06-29T16:04:10.656+00:00|962072676755|962072676747
2012-06-14T02:32:13.130+00:00|962072676756|962072676747
2012-06-21T21:24:20.815+00:00|962072676759|962072676747
2012-06-16T10:45:04.866+00:00|962072676768|962072676767
2012-06-16T07:32:37.447+00:00|962072676772|962072676770
2012-06-16T03:52:35.785+00:00|962072676775|962072676770
2012-08-28T18:46:01.418+00:00|1030792153513|962072676770
2012-07-28T12:19:02.738+00:00|1030792153514|962072676770
2012-06-15T08:55:04.221+00:00|962072676780|962072676779
2012-06-15T21:13:57.287+00:00|962072676781|962072676779
2012-06-29T22:50:23.841+00:00|962072676785|962072676779
2012-06-21T02:00:49.123+00:00|962072676792|962072676791
2012-06-24T13:35:19.042+00:00|962072676797|962072676791
2012-06-29T09:41:38.936+00:00|962072676799|962072676798
2012-06-15T21:29:39.034+00:00|962072676800|962072676798
2012-06-16T05:06:27.394+00:00|962072676802|962072676798
2012-06-15T20:17:25.284+00:00|962072676805|962072676798
2012-06-16T00:36:18.712+00:00|962072676812|962072676809
2012-06-15T22:07:05.369+00:00|962072676813|962072676809
2012-06-23T14:29:50.548+00:00|962072676814|962072676809
2012-06-15T17:53:12.058+00:00|962072676815|962072676809
2012-06-23T15:42:59.468+00:00|962072676816|962072676809
2012-07-27T22:27:04.418+00:00|1030792153555|962072676809
2012-08-12T08:16:58.238+00:00|1030792153557|962072676820
2012-08-12T18:46:42.705+00:00|1030792153560|962072676820
2012-02-20T11:36:02.188+00:00|824633723372|824633723371
2012-02-20T11:30:08.595+00:00|824633723375|824633723371
2012-02-20T19:27:12.281+00:00|824633723378|824633723371
2012-02-20T19:20:06.511+00:00|824633723379|824633723371
2012-04-11T04:09:16.506+00:00|893353200134|893353200130
2012-07-28T13:16:10.138+00:00|1030792153630|1030792153627
2012-01-13T06:56:43.609+00:00|824633724082|824633724081
2012-07-17T09:24:45.481+00:00|1030792154298|1030792154296
2012-07-17T13:17:52.156+00:00|1030792154299|1030792154296
2012-07-17T21:32:36.004+00:00|1030792154300|1030792154296
2012-07-17T11:07:18.309+00:00|1030792154302|1030792154296
2011-12-29T17:09:48.177+00:00|755914247360|343597386943
2011-09-04T04:11:04.935+00:00|618475293889|343597386943
2011-11-14T03:21:03.070+00:00|755914247362|343597386943
2011-09-30T15:55:06.788+00:00|687194770631|687194770630
2012-02-22T02:37:16.001+00:00|824633724110|824633724109
2012-02-21T15:02:24.395+00:00|824633724111|824633724109
2012-02-21T17:40:57.374+00:00|824633724112|824633724109
2012-09-08T17:20:00.862+00:00|1099511631057|824633724109
2012-02-22T05:12:20.840+00:00|824633724114|824633724109
2012-02-21T15:33:11.934+00:00|824633724115|824633724109
2012-01-18T12:57:23.664+00:00|824633724118|412316863700
2012-05-17T20:22:43.104+00:00|962072677603|962072677602
2012-05-18T01:34:40.387+00:00|962072677604|962072677602
2012-05-18T08:43:38.190+00:00|962072677606|962072677602
2011-03-12T08:57:07.249+00:00|481036340458|412316863721
2012-06-22T03:37:22.221+00:00|962072677611|412316863721
2011-12-29T12:07:03.888+00:00|755914247404|412316863721
2011-09-04T08:43:53.724+00:00|618475293934|412316863721
2011-09-04T04:33:53.757+00:00|618475293937|206158433520
2011-03-12T10:16:05.514+00:00|481036340467|206158433520
2011-12-29T13:12:14.523+00:00|755914247413|206158433520
2011-11-14T01:36:39.937+00:00|755914247416|343597386999
2012-07-08T17:06:27.462+00:00|962072677625|343597386999
2012-07-08T18:50:30.511+00:00|962072677626|343597386999
2011-06-24T02:41:16.075+00:00|549755817213|343597386999
2011-11-13T23:11:43.919+00:00|755914247423|549755817214
2011-06-24T02:49:01.675+00:00|549755817216|549755817214
2012-01-16T05:51:09.803+00:00|824633724163|549755817214
2012-09-08T16:51:41.834+00:00|1099511631108|549755817214
2011-06-16T05:23:31.240+00:00|549755817222|549755817214
2012-06-05T08:14:38.773+00:00|962072677639|549755817214
2011-11-14T04:10:18.502+00:00|755914247434|412316863753
2012-06-21T21:41:13.451+00:00|962072677643|412316863753
2011-03-12T16:41:21.631+00:00|481036340493|412316863753
2012-09-09T06:54:45.178+00:00|1099511631121|412316863753
2012-07-27T19:49:03.889+00:00|1030792154389|1030792154388
2012-07-27T02:38:01.484+00:00|1030792154391|1030792154388
2012-07-27T11:11:47.465+00:00|1030792154392|1030792154388
2012-09-09T11:04:35.145+00:00|1099511631137|549755817247
2012-04-12T21:02:07.028+00:00|893353200933|549755817247
2012-07-08T19:52:17.839+00:00|962072677670|549755817247
2012-06-05T04:39:32.036+00:00|962072677671|549755817247
2011-11-08T07:17:00.936+00:00|755914247465|549755817247
2012-01-18T04:16:01.676+00:00|824633724203|412316863786
2011-11-07T22:39:01.786+00:00|755914247468|412316863786
2012-07-08T19:38:17.730+00:00|962072677678|412316863786
2012-01-16T04:04:47.238+00:00|824633724207|412316863786
2011-12-29T13:49:43.441+00:00|755914247472|412316863786
2011-09-04T13:16:58.336+00:00|618475294001|412316863786
2012-04-12T01:28:44.964+00:00|893353200946|412316863786
2011-06-24T14:01:24.142+00:00|549755817267|412316863786
2011-11-14T02:37:11.074+00:00|755914247476|412316863786
2011-09-04T05:48:48.319+00:00|618475294006|549755817269
2012-04-12T02:03:58.778+00:00|893353200951|549755817269
2012-07-08T19:06:51.563+00:00|962072677689|549755817269
2011-06-24T06:30:30.115+00:00|549755817276|549755817269
2012-09-09T14:44:22.386+00:00|1099511631165|549755817269
2012-01-17T16:55:02.920+00:00|824633724225|549755817280
2011-09-04T06:39:22.185+00:00|618475294018|549755817280
2012-06-21T05:52:14.752+00:00|962072677705|549755817280
2011-06-15T12:52:10.032+00:00|549755817290|549755817280
2012-06-20T00:37:02.880+00:00|962072678034|893353201296
2012-02-17T18:54:04.453+00:00|824633725039|824633725035
2012-02-18T01:05:24.080+00:00|824633725041|824633725035
2012-08-19T01:40:35.581+00:00|1030792155250|824633725035
2012-08-18T12:46:35.266+00:00|1030792155251|824633725035
2012-02-18T06:06:37.841+00:00|824633725045|824633725035
2011-12-31T16:58:17.040+00:00|755914248312|755914248311
2011-12-31T13:31:43.139+00:00|755914248314|755914248311
2012-08-18T04:32:11.038+00:00|1030792155263|755914248311
2012-08-18T04:07:40.745+00:00|1030792155265|755914248311
2012-02-09T20:28:07.826+00:00|824633725060|687194771587
