creationDate|deletionDate|Forum.id|Tag.id
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|6
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|587
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|588
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|782
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1153
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1173
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1179
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1180
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1187
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1193
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1206
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1454
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1545
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1760
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1762
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1863
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|1940
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|2031
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|2048
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|2067
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|5132
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|6413
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|6945
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|9063
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|9479
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|11250
2011-10-06T01:23:41.981+00:00|2019-12-30T00:00:00.000+00:00|687194767360|11379
2012-05-29T09:47:11.247+00:00|2019-12-30T00:00:00.000+00:00|962072674305|5132
2012-07-29T00:15:00.336+00:00|2019-12-30T00:00:00.000+00:00|1030792151042|1187
2012-10-21T23:36:09.987+00:00|2019-12-30T00:00:00.000+00:00|1099511627779|1863
2012-01-27T12:48:57.866+00:00|2019-12-30T00:00:00.000+00:00|824633720836|1180
2012-04-12T08:18:07.462+00:00|2019-12-30T00:00:00.000+00:00|893353197573|1206
2012-05-13T20:46:43.373+00:00|2019-12-30T00:00:00.000+00:00|962072674310|2067
2012-04-06T19:07:03.077+00:00|2019-12-30T00:00:00.000+00:00|893353197575|11250
2012-10-16T11:22:56.633+00:00|2019-12-30T00:00:00.000+00:00|1099511627784|1545
2012-04-05T02:04:04.418+00:00|2019-12-30T00:00:00.000+00:00|893353197577|1179
2012-09-08T16:48:12.089+00:00|2019-12-30T00:00:00.000+00:00|1099511627786|588
2012-06-27T19:31:27.129+00:00|2019-12-30T00:00:00.000+00:00|962072674315|11379
2012-11-20T17:13:05.820+00:00|2019-12-30T00:00:00.000+00:00|1168231104524|2048
2012-02-11T14:22:41.990+00:00|2019-12-30T00:00:00.000+00:00|824633720845|1762
2012-04-09T21:42:03.730+00:00|2019-12-30T00:00:00.000+00:00|893353197582|1762
2011-11-06T14:58:06.267+00:00|2019-12-30T00:00:00.000+00:00|687194767375|2048
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|3
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|1189
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|1676
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|2785
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|2806
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|2931
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|3072
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|3114
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|5736
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|5753
2010-04-18T01:27:31.494+00:00|2019-12-30T00:00:00.000+00:00|68719476752|8143
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|138
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|140
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|196
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|284
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|523
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|545
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|581
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|590
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|777
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|785
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|790
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1155
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1178
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1180
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1188
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1194
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1200
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1771
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1908
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1984
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|1991
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|2057
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|2089
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|2820
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|2828
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|2838
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|2991
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|3047
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|3053
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|3056
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|3060
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|3061
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|3083
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|5964
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|6409
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|6430
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|7694
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|9310
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|10368
2012-08-06T10:01:43.641+00:00|2019-12-30T00:00:00.000+00:00|1030792151057|15558
2010-06-15T10:01:07.698+00:00|2011-01-01T15:57:13.496+00:00|137438953490|60
2010-01-31T13:13:13.929+00:00|2019-12-30T00:00:00.000+00:00|19|4843
2011-05-23T06:01:06.143+00:00|2019-12-30T00:00:00.000+00:00|549755813908|4843
2012-01-20T18:01:47.397+00:00|2019-12-30T00:00:00.000+00:00|824633720853|4843
2011-12-11T15:06:48.776+00:00|2019-12-30T00:00:00.000+00:00|755914244118|4843
2011-07-10T15:36:40.808+00:00|2019-12-30T00:00:00.000+00:00|618475290647|4843
2012-08-29T16:42:37.593+00:00|2019-12-30T00:00:00.000+00:00|1030792151064|4843
2011-03-13T14:22:54.931+00:00|2019-12-30T00:00:00.000+00:00|481036337177|4843
2010-06-22T06:17:13.975+00:00|2019-12-30T00:00:00.000+00:00|137438953498|4843
2010-11-14T23:07:47.147+00:00|2019-12-30T00:00:00.000+00:00|343597383707|4843
2010-12-25T03:13:44.488+00:00|2019-12-30T00:00:00.000+00:00|343597383708|4843
2010-05-15T21:53:00.622+00:00|2019-12-30T00:00:00.000+00:00|137438953501|4843
2010-06-27T09:50:35.718+00:00|2019-12-30T00:00:00.000+00:00|137438953502|4843
2011-03-31T01:26:54.402+00:00|2019-12-30T00:00:00.000+00:00|481036337183|4843
2011-01-28T04:20:39.627+00:00|2019-12-30T00:00:00.000+00:00|412316860448|4843
2011-10-29T08:51:51.173+00:00|2019-12-30T00:00:00.000+00:00|687194767393|4843
2010-07-22T19:50:41.336+00:00|2019-12-30T00:00:00.000+00:00|206158430242|4843
2011-08-26T04:06:23.751+00:00|2019-12-30T00:00:00.000+00:00|618475290659|4843
2010-07-25T17:46:50.767+00:00|2019-12-30T00:00:00.000+00:00|206158430244|4843
2010-07-23T04:55:59.665+00:00|2019-12-30T00:00:00.000+00:00|206158430245|4843
2010-03-25T19:46:57.026+00:00|2019-12-30T00:00:00.000+00:00|68719476774|4843
2012-01-04T10:15:52.478+00:00|2019-12-30T00:00:00.000+00:00|755914244135|4843
2012-01-22T20:44:40.732+00:00|2019-12-30T00:00:00.000+00:00|824633720872|4843
2012-03-17T02:47:20.324+00:00|2019-12-30T00:00:00.000+00:00|893353197609|4843
2012-07-04T01:34:21.380+00:00|2019-12-30T00:00:00.000+00:00|962072674346|4843
2011-01-11T21:15:43.167+00:00|2019-12-30T00:00:00.000+00:00|412316860459|4843
2010-03-12T17:40:50.364+00:00|2019-12-30T00:00:00.000+00:00|68719476780|4843
2012-03-08T22:17:17.324+00:00|2019-12-30T00:00:00.000+00:00|893353197613|4843
2011-09-29T12:44:32.296+00:00|2019-12-30T00:00:00.000+00:00|687194767406|4843
2011-09-10T05:08:41.579+00:00|2019-12-30T00:00:00.000+00:00|687194767407|4843
2011-03-06T19:13:39.912+00:00|2019-12-30T00:00:00.000+00:00|481036337200|4843
2010-12-19T04:54:06.285+00:00|2019-12-30T00:00:00.000+00:00|343597383729|4843
2011-08-23T09:53:01.426+00:00|2019-12-30T00:00:00.000+00:00|618475290674|4843
2010-05-15T15:03:11.734+00:00|2019-12-30T00:00:00.000+00:00|137438953523|4843
2011-08-19T03:57:05.827+00:00|2019-12-30T00:00:00.000+00:00|618475290676|4843
2011-11-11T09:19:56.870+00:00|2019-12-30T00:00:00.000+00:00|755914244149|4843
2012-11-20T11:57:50.004+00:00|2019-12-30T00:00:00.000+00:00|1168231104566|4843
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|139
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|294
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|458
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|572
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|590
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|788
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|974
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1184
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1401
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1680
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1984
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1985
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1991
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1992
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|1994
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2006
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2017
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2023
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2052
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2056
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2058
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2078
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2777
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2783
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2788
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2796
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2797
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2812
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2827
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2836
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2845
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2859
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2872
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2880
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2929
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2943
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|2976
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|3011
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|3022
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|3064
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|3087
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|5163
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|5170
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|5193
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|5699
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|6405
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|893353197623|6993
