creationDate|Person.id|Comment.id
2012-09-04T00:16:41.702+00:00|6597069766699|1030792152589
2012-06-18T13:29:16.325+00:00|19791209299968|962072675864
2012-06-17T04:22:00.894+00:00|19791209299997|962072675864
2012-06-15T19:48:15.013+00:00|19791209300009|962072675864
2012-06-17T22:28:29.645+00:00|19791209300010|962072675864
2012-06-14T11:01:31.240+00:00|21990232555527|962072675864
2012-06-19T21:16:50.599+00:00|28587302322180|962072675864
2012-06-14T16:57:36.202+00:00|28587302322196|962072675864
2012-09-18T11:08:19.153+00:00|24189255811104|1099511629556
2011-08-20T03:50:10.180+00:00|2199023255573|618475292941
2011-10-13T16:30:30.621+00:00|2199023255557|687194769711
2011-10-09T02:51:26.194+00:00|2199023255573|687194769711
2011-10-13T19:05:55.873+00:00|19791209300009|687194769711
2011-09-23T11:38:43.252+00:00|16|687194769756
2012-12-09T19:31:17.437+00:00|8796093022238|1168231106947
2012-12-11T00:25:19.971+00:00|10995116277783|1168231106960
2012-11-24T07:42:23.865+00:00|28587302322180|1168231106980
2012-11-23T18:14:23.940+00:00|35184372088850|1168231106980
2012-11-26T21:27:43.398+00:00|24189255811081|1168231106980
2012-11-25T05:40:00.784+00:00|15393162788899|1168231106980
2012-11-26T03:49:22.184+00:00|19791209299987|1168231106980
2012-11-28T07:04:59.907+00:00|35184372088834|1168231106980
2012-11-28T04:49:56.387+00:00|35184372088856|1168231106980
2012-11-25T22:02:23.260+00:00|19791209299997|1168231106980
2012-11-26T22:10:59.779+00:00|30786325577731|1168231106980
2012-11-24T23:16:24.798+00:00|35184372088870|1168231106980
2012-11-23T08:04:19.733+00:00|15393162788877|1168231106980
2012-11-27T06:52:39.235+00:00|28587302322210|1168231106980
2012-11-28T09:13:29.929+00:00|37383395344409|1168231106980
2012-11-21T17:46:42.603+00:00|19791209299968|1168231106980
2012-11-24T08:09:49.383+00:00|10995116277782|1168231106980
2012-11-27T09:45:38.654+00:00|10995116277761|1168231106980
2012-11-24T23:33:53.959+00:00|24189255811104|1168231106980
2012-11-25T04:39:12.184+00:00|15393162788910|1168231106980
2012-11-25T13:30:35.756+00:00|4398046511148|1168231106980
2012-11-26T01:20:25.743+00:00|10995116277783|1168231106980
2012-11-24T13:40:28.611+00:00|32985348833291|1168231106980
2012-11-21T14:56:57.752+00:00|32985348833319|1168231106980
2012-11-28T07:32:12.843+00:00|2199023255573|1168231106980
2012-11-26T09:40:53.100+00:00|33|1168231106980
2012-11-25T13:57:50.149+00:00|26388279066632|1168231106980
2012-11-23T02:37:48.847+00:00|35184372088868|1168231106980
2012-11-24T07:58:50.970+00:00|37383395344394|1168231106980
2012-11-23T08:41:05.064+00:00|15393162788912|1168231106980
2012-11-24T00:03:24.537+00:00|27|1168231106980
2012-11-25T15:46:01.231+00:00|6597069766701|1168231106980
2012-11-28T09:36:38.692+00:00|37383395344412|1168231106980
2012-11-26T19:34:01.340+00:00|6597069766699|1168231106980
2012-11-23T04:56:45.820+00:00|24189255811121|1168231106980
2012-11-24T21:17:42.399+00:00|8796093022238|1168231106980
2012-11-27T19:45:40.937+00:00|26388279066664|1168231106980
2012-11-25T01:41:04.019+00:00|16|1168231106980
2012-11-26T20:15:39.363+00:00|26388279066641|1168231106980
2012-11-23T09:05:05.248+00:00|28587302322191|1168231106980
2012-11-24T23:51:26.125+00:00|2199023255557|1168231106980
2012-11-26T14:24:26.790+00:00|47|1168231106980
2012-11-25T02:11:42.193+00:00|19791209300009|1168231106980
2012-11-26T08:41:02.188+00:00|28587302322196|1168231106980
2012-11-24T03:25:11.645+00:00|19791209300010|1168231106980
2012-11-23T11:37:34.145+00:00|13194139533343|1168231106980
2012-11-22T03:04:18.906+00:00|21990232555527|1168231106980
2012-11-23T05:58:29.059+00:00|26388279066650|1168231106980
2012-11-25T11:05:14.182+00:00|21990232555526|1168231106980
2012-11-24T20:21:11.101+00:00|30786325577740|1168231106980
2012-11-28T12:23:41.913+00:00|14|1168231106980
2012-12-12T13:29:19.681+00:00|37383395344412|1168231106989
2012-12-08T18:04:30.835+00:00|28587302322180|1168231106997
2012-12-07T18:09:39.249+00:00|35184372088850|1168231106997
2012-12-08T15:38:08.568+00:00|24189255811081|1168231106997
2012-12-09T17:53:07.276+00:00|15393162788899|1168231106997
2012-12-14T17:19:46.166+00:00|19791209299987|1168231106997
2012-12-12T12:31:43.532+00:00|35184372088834|1168231106997
2012-12-11T01:02:33.292+00:00|35184372088856|1168231106997
2012-12-12T23:30:15.842+00:00|19791209299997|1168231106997
2012-12-12T05:13:59.627+00:00|30786325577731|1168231106997
2012-12-08T18:14:03.309+00:00|35184372088870|1168231106997
2012-12-08T23:17:41.853+00:00|15393162788877|1168231106997
2012-12-10T04:31:13.745+00:00|28587302322210|1168231106997
2012-12-12T03:56:55.545+00:00|37383395344409|1168231106997
2012-12-10T14:25:41.482+00:00|19791209299968|1168231106997
2012-12-10T18:50:45.583+00:00|10995116277782|1168231106997
2012-12-08T03:20:46.865+00:00|10995116277761|1168231106997
2012-12-11T14:17:00.406+00:00|24189255811104|1168231106997
2012-12-08T16:15:01.813+00:00|15393162788910|1168231106997
2012-12-10T03:19:22.675+00:00|4398046511148|1168231106997
2012-12-10T21:12:23.131+00:00|10995116277783|1168231106997
2012-12-11T00:01:20.680+00:00|32985348833291|1168231106997
2012-12-09T11:21:02.823+00:00|32985348833319|1168231106997
2012-12-13T15:49:06.469+00:00|2199023255573|1168231106997
2012-12-13T07:00:59.638+00:00|33|1168231106997
2012-12-14T01:08:13.692+00:00|26388279066632|1168231106997
2012-12-10T11:58:56.603+00:00|35184372088868|1168231106997
2012-12-10T06:58:53.401+00:00|37383395344394|1168231106997
2012-12-09T11:11:29.099+00:00|15393162788912|1168231106997
2012-12-13T18:48:11.156+00:00|27|1168231106997
2012-12-12T03:54:38.389+00:00|6597069766701|1168231106997
2012-12-08T07:26:16.019+00:00|37383395344412|1168231106997
2012-12-10T08:20:16.558+00:00|6597069766699|1168231106997
2012-12-13T19:44:36.895+00:00|24189255811121|1168231106997
2012-12-12T08:36:04.429+00:00|8796093022238|1168231106997
2012-12-10T09:23:47.558+00:00|26388279066664|1168231106997
2012-12-13T08:36:11.199+00:00|16|1168231106997
2012-12-13T01:18:57.510+00:00|26388279066641|1168231106997
2012-12-11T09:32:09.864+00:00|28587302322191|1168231106997
2012-12-10T15:41:35.115+00:00|2199023255557|1168231106997
2012-12-13T08:25:29.646+00:00|47|1168231106997
2012-12-11T05:48:26.283+00:00|19791209300009|1168231106997
2012-12-08T23:11:14.412+00:00|28587302322196|1168231106997
2012-12-10T09:16:38.598+00:00|19791209300010|1168231106997
2012-12-12T13:46:35.839+00:00|13194139533343|1168231106997
2012-12-08T08:47:26.798+00:00|21990232555527|1168231106997
2012-12-11T08:04:42.330+00:00|26388279066650|1168231106997
2012-12-11T04:09:02.604+00:00|21990232555526|1168231106997
2012-12-11T18:31:28.023+00:00|30786325577740|1168231106997
2012-12-08T19:58:53.966+00:00|14|1168231106997
2012-11-18T10:59:57.817+00:00|28587302322180|1168231107011
2012-11-25T02:05:29.029+00:00|35184372088850|1168231107011
2012-11-22T18:41:39.981+00:00|24189255811081|1168231107011
2012-11-19T11:57:28.724+00:00|15393162788899|1168231107011
2012-11-19T04:14:37.767+00:00|19791209299987|1168231107011
2012-11-24T15:15:59.872+00:00|35184372088834|1168231107011
2012-11-21T05:16:32.594+00:00|35184372088856|1168231107011
2012-11-20T07:29:45.505+00:00|19791209299997|1168231107011
2012-11-19T14:00:48.344+00:00|30786325577731|1168231107011
2012-11-23T12:14:23.478+00:00|35184372088870|1168231107011
2012-11-23T00:06:36.893+00:00|15393162788877|1168231107011
2012-11-19T14:48:53.223+00:00|28587302322210|1168231107011
2012-11-24T18:22:38.652+00:00|37383395344409|1168231107011
2012-11-18T20:11:46.407+00:00|19791209299968|1168231107011
2012-11-22T01:29:21.244+00:00|10995116277782|1168231107011
2012-11-19T21:00:26.155+00:00|10995116277761|1168231107011
2012-11-19T23:00:39.274+00:00|24189255811104|1168231107011
2012-11-21T12:30:58.565+00:00|15393162788910|1168231107011
2012-11-23T18:57:00.124+00:00|4398046511148|1168231107011
2012-11-20T12:39:08.811+00:00|10995116277783|1168231107011
2012-11-19T18:27:57.355+00:00|32985348833291|1168231107011
2012-11-18T20:29:47.759+00:00|32985348833319|1168231107011
2012-11-21T20:54:02.617+00:00|2199023255573|1168231107011
2012-11-19T10:15:11.620+00:00|33|1168231107011
2012-11-20T10:10:46.953+00:00|26388279066632|1168231107011
2012-11-19T01:26:35.391+00:00|35184372088868|1168231107011
2012-11-23T19:29:20.356+00:00|37383395344394|1168231107011
2012-11-25T02:47:46.181+00:00|15393162788912|1168231107011
2012-11-19T08:30:39.962+00:00|27|1168231107011
2012-11-22T00:31:34.468+00:00|6597069766701|1168231107011
2012-11-24T13:56:38.390+00:00|6597069766699|1168231107011
2012-11-22T07:12:33.706+00:00|24189255811121|1168231107011
2012-11-24T15:05:40.586+00:00|8796093022238|1168231107011
2012-11-25T08:20:43.187+00:00|26388279066664|1168231107011
2012-11-20T12:31:11.847+00:00|16|1168231107011
2012-11-18T22:42:35.303+00:00|26388279066641|1168231107011
2012-11-18T11:44:08.782+00:00|28587302322191|1168231107011
2012-11-25T00:07:32.332+00:00|2199023255557|1168231107011
2012-11-20T13:42:00.996+00:00|47|1168231107011
2012-11-22T10:40:54.762+00:00|19791209300009|1168231107011
2012-11-19T19:00:06.966+00:00|28587302322196|1168231107011
2012-11-21T09:36:41.276+00:00|19791209300010|1168231107011
2012-11-19T02:40:11.531+00:00|13194139533343|1168231107011
2012-11-24T06:25:33.634+00:00|21990232555527|1168231107011
2012-11-20T21:36:37.238+00:00|26388279066650|1168231107011
2012-11-21T21:08:36.570+00:00|21990232555526|1168231107011
2012-11-19T01:59:25.385+00:00|30786325577740|1168231107011
2012-11-19T12:10:34.757+00:00|14|1168231107011
2012-02-08T19:05:18.372+00:00|24189255811081|824633723343
