creationDate|Forum.id|Post.id
2011-10-12T06:15:52.087+00:00|19|687194767522
2012-07-02T06:07:43.677+00:00|893353197623|962072674823
2012-07-30T21:50:55.002+00:00|893353197623|1030792151576
2012-02-15T00:19:33.149+00:00|824633720930|824633721809
2012-02-15T00:19:34.149+00:00|824633720930|824633721810
2012-02-15T00:19:35.149+00:00|824633720930|824633721811
2012-02-15T00:19:36.149+00:00|824633720930|824633721812
2012-02-15T00:19:37.149+00:00|824633720930|824633721813
2012-02-15T00:19:38.149+00:00|824633720930|824633721814
2012-02-15T00:19:39.149+00:00|824633720930|824633721815
2012-02-15T00:19:40.149+00:00|824633720930|824633721816
2012-02-15T00:19:41.149+00:00|824633720930|824633721817
2012-02-15T00:19:42.149+00:00|824633720930|824633721818
2012-02-15T00:19:43.149+00:00|824633720930|824633721819
2012-02-15T00:19:44.149+00:00|824633720930|824633721820
2012-02-15T00:19:45.149+00:00|824633720930|824633721821
2012-02-15T00:19:46.149+00:00|824633720930|824633721822
2012-02-15T00:19:47.149+00:00|824633720930|824633721823
2012-02-15T00:19:48.149+00:00|824633720930|824633721824
2012-02-15T00:19:50.149+00:00|824633720930|824633721826
2012-02-15T00:19:51.149+00:00|824633720930|824633721827
2012-05-17T20:18:58.979+00:00|343597383814|962072675613
2011-10-08T05:29:32.036+00:00|343597383814|687194768676
2011-10-18T15:40:46.595+00:00|274877907079|687194768689
2010-11-12T18:18:33.813+00:00|274877907079|343597385027
2011-01-15T14:04:18.825+00:00|68719476873|412316861781
2011-01-15T14:35:48.825+00:00|68719476873|412316861784
2011-09-27T11:52:13.468+00:00|274877907084|687194768731
2012-03-21T07:28:47.799+00:00|824633720973|893353198948
2012-06-15T08:47:32.837+00:00|755914244238|962072675699
2012-06-14T22:05:32.838+00:00|755914244238|962072675715
2012-06-15T09:52:02.838+00:00|755914244238|962072675731
2012-06-15T07:25:02.838+00:00|755914244238|962072675747
2011-10-15T22:12:53.955+00:00|412316860578|687194768949
2011-06-22T03:33:59.729+00:00|412316860578|549755815486
2011-06-22T05:34:44.729+00:00|412316860578|549755815495
2012-08-09T21:21:01.931+00:00|412316860640|1030792153235
2011-10-12T04:06:30.223+00:00|412316860640|687194769569
2012-05-05T10:38:47.990+00:00|824633721058|893353199943
2012-06-14T11:01:02.838+00:00|824633721058|962072676692
2012-06-15T07:43:02.837+00:00|824633721058|962072676693
2012-06-15T07:37:02.838+00:00|824633721058|962072676711
2012-06-16T07:50:32.838+00:00|824633721058|962072676720
2012-06-14T02:15:17.838+00:00|824633721058|962072676747
2012-06-15T16:49:47.838+00:00|824633721058|962072676767
2012-06-16T01:46:47.838+00:00|824633721058|962072676770
2012-06-15T08:25:02.838+00:00|824633721058|962072676779
2012-06-15T00:18:17.838+00:00|824633721058|962072676791
2012-06-15T18:08:32.838+00:00|824633721058|962072676798
2012-06-15T07:17:32.838+00:00|824633721058|962072676809
2012-06-15T09:16:47.838+00:00|824633721058|962072676820
2012-02-15T05:56:29.192+00:00|687194767587|824633723370
2012-02-20T11:28:14.141+00:00|687194767587|824633723371
2012-04-11T04:08:54.550+00:00|687194767587|893353200130
2012-07-28T08:51:57.680+00:00|687194767587|1030792153627
2012-01-12T10:46:40.149+00:00|68719477029|824633724081
2012-07-17T08:58:35.073+00:00|68719477029|1030792154296
2010-12-25T22:09:52.023+00:00|68719477029|343597386943
2011-09-30T00:18:50.675+00:00|68719477029|687194770630
2012-02-21T15:01:58.296+00:00|68719477029|824633724109
2011-02-23T23:34:09.515+00:00|68719477029|412316863700
2012-04-24T12:13:39.310+00:00|68719477029|893353200859
2012-05-17T19:52:02.559+00:00|68719477029|962072677602
2011-02-16T11:41:11.520+00:00|68719477029|412316863721
2010-07-18T06:59:17.389+00:00|68719477029|206158433520
2010-12-28T01:38:54.032+00:00|68719477029|343597386999
2011-06-15T06:23:20.095+00:00|68719477029|549755817214
2011-01-15T01:44:48.825+00:00|68719477029|412316863753
2012-07-27T02:08:30.066+00:00|68719477029|1030792154388
2011-06-16T06:24:50.095+00:00|68719477029|549755817247
2011-01-15T06:58:18.825+00:00|68719477029|412316863786
2011-06-15T12:30:50.095+00:00|68719477029|549755817269
2011-06-15T06:02:20.095+00:00|68719477029|549755817280
2012-05-08T17:59:32.961+00:00|824633721162|893353201296
2012-02-17T18:16:01.933+00:00|377|824633725035
2011-12-31T04:48:17.556+00:00|377|755914248311
2011-09-20T06:41:43.349+00:00|377|687194771587
2011-12-15T04:09:20.633+00:00|377|755914248335
2011-11-20T13:20:56.985+00:00|377|755914248347
2012-07-12T23:23:46.416+00:00|343597384135|1030792156174
2011-01-11T18:19:46.002+00:00|343597384135|412316865561
2012-02-21T07:45:40.998+00:00|343597384135|824633725988
