1302797360493|1577664000000|false|15393162788899|894|1312426024771
1302797360493|1577664000000|false|15393162788899|889|1329639961073
1302797360493|1577664000000|false|15393162788899|888|1319904077608
1302797360493|1577664000000|false|15393162788899|890|1329878262298
1302797360493|1577664000000|false|15393162788899|891|1334351597271
1341276916938|1577664000000|false|30786325577731|1043|1085454314244
1341276916938|1577664000000|false|30786325577731|1033|1112284618000
1341276916938|1577664000000|false|30786325577731|999|1085216141475
1283214274501|1577664000000|false|6597069766699|540|1290269930622
1283214274501|1577664000000|false|6597069766699|546|1305243125213
1283214274501|1577664000000|false|6597069766699|553|1280213341337
1283214274501|1577664000000|false|6597069766699|544|1270786077606
1312433278173|1577664000000|false|19791209299987|1572|1180603189869
1312433278173|1577664000000|false|19791209299987|1574|1138829581807
1312433278173|1577664000000|false|19791209299987|593|1152599738566
1312433278173|1577664000000|false|19791209299987|1573|1142002380336
