creationDate|Post.id|Tag.id
2011-10-12T06:15:52.087+00:00|687194767522|804
2011-10-12T06:15:52.087+00:00|687194767522|1524
2011-10-12T06:15:52.087+00:00|687194767522|2019
2011-10-12T06:15:52.087+00:00|687194767522|3030
2011-10-12T06:15:52.087+00:00|687194767522|3037
2012-07-02T06:07:43.677+00:00|962072674823|139
2012-07-02T06:07:43.677+00:00|962072674823|1984
2012-07-02T06:07:43.677+00:00|962072674823|3022
2012-07-02T06:07:43.677+00:00|962072674823|5699
2012-07-02T06:07:43.677+00:00|962072674823|6993
2012-07-30T21:50:55.002+00:00|1030792151576|139
2012-07-30T21:50:55.002+00:00|1030792151576|2845
2012-05-17T20:18:58.979+00:00|962072675613|461
2012-05-17T20:18:58.979+00:00|962072675613|1988
2012-05-17T20:18:58.979+00:00|962072675613|2782
2011-10-08T05:29:32.036+00:00|687194768676|4
2011-10-08T05:29:32.036+00:00|687194768676|13768
2011-10-18T15:40:46.595+00:00|687194768689|193
2011-10-18T15:40:46.595+00:00|687194768689|1995
2011-10-18T15:40:46.595+00:00|687194768689|2822
2011-10-18T15:40:46.595+00:00|687194768689|6948
2011-10-18T15:40:46.595+00:00|687194768689|9163
2011-10-18T15:40:46.595+00:00|687194768689|11251
2010-11-12T18:18:33.813+00:00|343597385027|193
2010-11-12T18:18:33.813+00:00|343597385027|1195
2010-11-12T18:18:33.813+00:00|343597385027|3077
2010-11-12T18:18:33.813+00:00|343597385027|4940
2011-01-15T14:04:18.825+00:00|412316861781|1748
2011-01-15T14:04:18.825+00:00|412316861781|2973
2011-01-15T14:04:18.825+00:00|412316861781|5106
2011-01-15T14:04:18.825+00:00|412316861781|5159
2011-01-15T14:04:18.825+00:00|412316861781|6433
2011-01-15T14:04:18.825+00:00|412316861781|12295
2011-01-15T14:04:18.825+00:00|412316861781|14098
2011-01-15T14:35:48.825+00:00|412316861784|1748
2011-01-15T14:35:48.825+00:00|412316861784|2950
2011-09-27T11:52:13.468+00:00|687194768731|410
2011-09-27T11:52:13.468+00:00|687194768731|2859
2011-09-27T11:52:13.468+00:00|687194768731|5076
2011-09-27T11:52:13.468+00:00|687194768731|7248
2011-09-27T11:52:13.468+00:00|687194768731|7590
2012-03-21T07:28:47.799+00:00|893353198948|244
2012-03-21T07:28:47.799+00:00|893353198948|7620
2012-06-15T08:47:32.837+00:00|962072675699|543
2012-06-15T08:47:32.837+00:00|962072675699|1748
2012-06-15T08:47:32.837+00:00|962072675699|2965
2012-06-15T08:47:32.837+00:00|962072675699|9467
2012-06-15T08:47:32.837+00:00|962072675699|11377
2012-06-15T08:47:32.837+00:00|962072675699|11623
2012-06-14T22:05:32.838+00:00|962072675715|976
2012-06-14T22:05:32.838+00:00|962072675715|1375
2012-06-14T22:05:32.838+00:00|962072675715|1748
2012-06-14T22:05:32.838+00:00|962072675715|6406
2012-06-14T22:05:32.838+00:00|962072675715|6443
2012-06-14T22:05:32.838+00:00|962072675715|9146
2012-06-14T22:05:32.838+00:00|962072675715|9433
2012-06-14T22:05:32.838+00:00|962072675715|14063
2012-06-15T09:52:02.838+00:00|962072675731|294
2012-06-15T09:52:02.838+00:00|962072675731|1178
2012-06-15T09:52:02.838+00:00|962072675731|1748
2012-06-15T09:52:02.838+00:00|962072675731|2850
2012-06-15T09:52:02.838+00:00|962072675731|5132
2012-06-15T09:52:02.838+00:00|962072675731|5863
2012-06-15T09:52:02.838+00:00|962072675731|7553
2012-06-15T09:52:02.838+00:00|962072675731|9289
2012-06-15T09:52:02.838+00:00|962072675731|9474
2012-06-15T07:25:02.838+00:00|962072675747|1748
2012-06-15T07:25:02.838+00:00|962072675747|2030
2012-06-15T07:25:02.838+00:00|962072675747|8063
2012-06-15T07:25:02.838+00:00|962072675747|9225
2012-06-15T07:25:02.838+00:00|962072675747|11237
2012-06-15T07:25:02.838+00:00|962072675747|11417
2012-06-15T07:25:02.838+00:00|962072675747|11583
2011-10-15T22:12:53.955+00:00|687194768949|1410
2011-10-15T22:12:53.955+00:00|687194768949|1953
2011-10-15T22:12:53.955+00:00|687194768949|9181
2011-06-22T03:33:59.729+00:00|549755815486|518
2011-06-22T03:33:59.729+00:00|549755815486|575
2011-06-22T03:33:59.729+00:00|549755815486|1206
2011-06-22T03:33:59.729+00:00|549755815486|2088
2011-06-22T03:33:59.729+00:00|549755815486|4960
2011-06-22T03:33:59.729+00:00|549755815486|7353
2011-06-22T05:34:44.729+00:00|549755815495|518
2011-06-22T05:34:44.729+00:00|549755815495|3037
2011-06-22T05:34:44.729+00:00|549755815495|5662
2011-06-22T05:34:44.729+00:00|549755815495|11644
2012-08-09T21:21:01.931+00:00|1030792153235|0
2012-08-09T21:21:01.931+00:00|1030792153235|296
2012-08-09T21:21:01.931+00:00|1030792153235|3013
2011-10-12T04:06:30.223+00:00|687194769569|1404
2011-10-12T04:06:30.223+00:00|687194769569|1679
2011-10-12T04:06:30.223+00:00|687194769569|3032
2011-10-12T04:06:30.223+00:00|687194769569|6962
2011-10-12T04:06:30.223+00:00|687194769569|7004
2011-10-12T04:06:30.223+00:00|687194769569|7639
2012-05-05T10:38:47.990+00:00|893353199943|1747
2012-06-14T11:01:02.838+00:00|962072676692|1748
2012-06-14T11:01:02.838+00:00|962072676692|2976
2012-06-14T11:01:02.838+00:00|962072676692|6183
2012-06-14T11:01:02.838+00:00|962072676692|6292
2012-06-14T11:01:02.838+00:00|962072676692|10028
2012-06-14T11:01:02.838+00:00|962072676692|12963
2012-06-14T11:01:02.838+00:00|962072676692|15530
2012-06-15T07:43:02.837+00:00|962072676693|1191
2012-06-15T07:43:02.837+00:00|962072676693|1748
2012-06-15T07:43:02.837+00:00|962072676693|8277
2012-06-15T07:43:02.837+00:00|962072676693|11635
2012-06-15T07:43:02.837+00:00|962072676693|11726
2012-06-15T07:37:02.838+00:00|962072676711|1748
2012-06-15T07:37:02.838+00:00|962072676711|6951
2012-06-15T07:37:02.838+00:00|962072676711|9039
2012-06-16T07:50:32.838+00:00|962072676720|1748
2012-06-16T07:50:32.838+00:00|962072676720|2808
2012-06-16T07:50:32.838+00:00|962072676720|5067
2012-06-16T07:50:32.838+00:00|962072676720|9147
2012-06-16T07:50:32.838+00:00|962072676720|10651
2012-06-16T07:50:32.838+00:00|962072676720|11541
2012-06-14T02:15:17.838+00:00|962072676747|1183
2012-06-14T02:15:17.838+00:00|962072676747|1748
2012-06-14T02:15:17.838+00:00|962072676747|2881
2012-06-14T02:15:17.838+00:00|962072676747|2888
2012-06-14T02:15:17.838+00:00|962072676747|2982
2012-06-14T02:15:17.838+00:00|962072676747|3005
2012-06-14T02:15:17.838+00:00|962072676747|5066
2012-06-15T16:49:47.838+00:00|962072676767|1748
2012-06-15T16:49:47.838+00:00|962072676767|2071
2012-06-15T16:49:47.838+00:00|962072676767|3111
2012-06-15T16:49:47.838+00:00|962072676767|5065
2012-06-16T01:46:47.838+00:00|962072676770|804
2012-06-16T01:46:47.838+00:00|962072676770|1748
2012-06-16T01:46:47.838+00:00|962072676770|11410
2012-06-16T01:46:47.838+00:00|962072676770|13483
2012-06-15T08:25:02.838+00:00|962072676779|1748
2012-06-15T08:25:02.838+00:00|962072676779|2947
2012-06-15T08:25:02.838+00:00|962072676779|4979
2012-06-15T08:25:02.838+00:00|962072676779|6393
2012-06-15T08:25:02.838+00:00|962072676779|9232
2012-06-15T08:25:02.838+00:00|962072676779|10919
2012-06-15T00:18:17.838+00:00|962072676791|1748
2012-06-15T00:18:17.838+00:00|962072676791|7287
2012-06-15T00:18:17.838+00:00|962072676791|8718
2012-06-15T00:18:17.838+00:00|962072676791|8962
2012-06-15T00:18:17.838+00:00|962072676791|9043
2012-06-15T00:18:17.838+00:00|962072676791|11165
2012-06-15T00:18:17.838+00:00|962072676791|11642
2012-06-15T00:18:17.838+00:00|962072676791|13124
2012-06-15T18:08:32.838+00:00|962072676798|975
2012-06-15T18:08:32.838+00:00|962072676798|1748
2012-06-15T18:08:32.838+00:00|962072676798|2024
2012-06-15T18:08:32.838+00:00|962072676798|2866
2012-06-15T07:17:32.838+00:00|962072676809|1748
2012-06-15T07:17:32.838+00:00|962072676809|2027
2012-06-15T07:17:32.838+00:00|962072676809|6797
2012-06-15T07:17:32.838+00:00|962072676809|8705
2012-06-15T07:17:32.838+00:00|962072676809|9177
2012-06-15T09:16:47.838+00:00|962072676820|1748
2012-06-15T09:16:47.838+00:00|962072676820|5674
2012-06-15T09:16:47.838+00:00|962072676820|11378
2012-06-15T09:16:47.838+00:00|962072676820|12345
2012-06-15T09:16:47.838+00:00|962072676820|13425
2012-02-15T05:56:29.192+00:00|824633723370|777
2012-02-20T11:28:14.141+00:00|824633723371|777
2012-04-11T04:08:54.550+00:00|893353200130|777
2012-07-28T08:51:57.680+00:00|1030792153627|777
2012-01-12T10:46:40.149+00:00|824633724081|458
2012-01-12T10:46:40.149+00:00|824633724081|1670
2012-01-12T10:46:40.149+00:00|824633724081|2794
2012-01-12T10:46:40.149+00:00|824633724081|2953
2012-07-17T08:58:35.073+00:00|1030792154296|458
2012-07-17T08:58:35.073+00:00|1030792154296|2968
2010-12-25T22:09:52.023+00:00|343597386943|458
2011-09-30T00:18:50.675+00:00|687194770630|458
2011-09-30T00:18:50.675+00:00|687194770630|5170
2011-09-30T00:18:50.675+00:00|687194770630|10289
2012-02-21T15:01:58.296+00:00|824633724109|458
2012-02-21T15:01:58.296+00:00|824633724109|1985
2012-02-21T15:01:58.296+00:00|824633724109|2969
2011-02-23T23:34:09.515+00:00|412316863700|458
2011-02-23T23:34:09.515+00:00|412316863700|2011
2011-02-23T23:34:09.515+00:00|412316863700|2953
2012-04-24T12:13:39.310+00:00|893353200859|458
2012-04-24T12:13:39.310+00:00|893353200859|5115
2012-05-17T19:52:02.559+00:00|962072677602|458
2011-02-16T11:41:11.520+00:00|412316863721|458
2011-02-16T11:41:11.520+00:00|412316863721|2969
2010-07-18T06:59:17.389+00:00|206158433520|458
2010-12-28T01:38:54.032+00:00|343597386999|458
2010-12-28T01:38:54.032+00:00|343597386999|2968
2010-12-28T01:38:54.032+00:00|343597386999|5115
2011-06-15T06:23:20.095+00:00|549755817214|2423
2011-06-15T06:23:20.095+00:00|549755817214|7565
2011-06-15T06:23:20.095+00:00|549755817214|7572
2011-06-15T06:23:20.095+00:00|549755817214|9760
2011-06-15T06:23:20.095+00:00|549755817214|11996
2011-01-15T01:44:48.825+00:00|412316863753|1206
2011-01-15T01:44:48.825+00:00|412316863753|1748
2011-01-15T01:44:48.825+00:00|412316863753|2040
2011-01-15T01:44:48.825+00:00|412316863753|12901
2012-07-27T02:08:30.066+00:00|1030792154388|1937
2012-07-27T02:08:30.066+00:00|1030792154388|3029
2011-06-16T06:24:50.095+00:00|549755817247|2423
2011-06-16T06:24:50.095+00:00|549755817247|2804
2011-06-16T06:24:50.095+00:00|549755817247|2953
2011-06-16T06:24:50.095+00:00|549755817247|7521
2011-01-15T06:58:18.825+00:00|412316863786|1748
2011-01-15T06:58:18.825+00:00|412316863786|2779
2011-01-15T06:58:18.825+00:00|412316863786|6679
2011-01-15T06:58:18.825+00:00|412316863786|9265
2011-06-15T12:30:50.095+00:00|549755817269|565
2011-06-15T12:30:50.095+00:00|549755817269|2423
2011-06-15T12:30:50.095+00:00|549755817269|5021
2011-06-15T12:30:50.095+00:00|549755817269|11674
2011-06-15T12:30:50.095+00:00|549755817269|12014
2011-06-15T12:30:50.095+00:00|549755817269|12539
2011-06-15T12:30:50.095+00:00|549755817269|14605
2011-06-15T06:02:20.095+00:00|549755817280|2423
2011-06-15T06:02:20.095+00:00|549755817280|8464
2011-06-15T06:02:20.095+00:00|549755817280|9008
2012-05-08T17:59:32.961+00:00|893353201296|458
2012-05-08T17:59:32.961+00:00|893353201296|2790
2012-02-17T18:16:01.933+00:00|824633725035|283
2011-12-31T04:48:17.556+00:00|755914248311|283
2011-12-31T04:48:17.556+00:00|755914248311|3043
2011-09-20T06:41:43.349+00:00|687194771587|283
2011-12-15T04:09:20.633+00:00|755914248335|283
2011-12-15T04:09:20.633+00:00|755914248335|2822
2011-11-20T13:20:56.985+00:00|755914248347|282
2011-11-20T13:20:56.985+00:00|755914248347|1969
2011-11-20T13:20:56.985+00:00|755914248347|3111
2011-11-20T13:20:56.985+00:00|755914248347|5594
2011-11-20T13:20:56.985+00:00|755914248347|6375
2011-11-20T13:20:56.985+00:00|755914248347|7575
2011-11-20T13:20:56.985+00:00|755914248347|9335
2011-11-20T13:20:56.985+00:00|755914248347|12082
2012-07-12T23:23:46.416+00:00|1030792156174|470
2011-01-11T18:19:46.002+00:00|412316865561|470
2011-01-11T18:19:46.002+00:00|412316865561|4849
2011-01-11T18:19:46.002+00:00|412316865561|9144
2012-02-21T07:45:40.998+00:00|824633725988|286
2012-02-21T07:45:40.998+00:00|824633725988|1403
2012-02-21T07:45:40.998+00:00|824633725988|1934
2012-02-21T07:45:40.998+00:00|824633725988|2858
2012-02-21T07:45:40.998+00:00|824633725988|12143
