creationDate|Comment.id|Place.id
2012-12-17T02:33:28.710+00:00|1168231106857|1
2012-12-17T14:08:55.755+00:00|1168231106858|53
2012-12-17T03:47:47.067+00:00|1168231106863|60
2012-12-17T04:02:08.274+00:00|1168231106864|60
2012-12-17T11:05:21.540+00:00|1168231106866|65
2012-12-17T23:23:15.916+00:00|1168231106867|48
2012-12-17T11:07:08.803+00:00|1168231106868|53
2012-12-17T11:59:31.500+00:00|1168231106869|80
2012-12-17T15:33:14.897+00:00|1168231107142|26
2012-12-17T15:35:26.513+00:00|1168231107144|80
2012-12-17T18:46:17.044+00:00|1168231107150|97
2012-12-17T15:54:12.445+00:00|1168231107153|56
