creationDate|Comment.id|Person.id
2012-12-27T06:53:41.974+00:00|1168231107766|35184372088856
2012-12-27T17:18:47.731+00:00|1168231107800|35184372088850
2012-12-27T06:30:57.854+00:00|1168231107808|35184372088856
2012-12-27T06:32:02.184+00:00|1168231107809|32
2012-12-27T15:20:53.553+00:00|1168231107813|35184372088856
2012-12-27T07:58:18.480+00:00|1168231107859|35184372088856
2012-12-27T12:31:49.389+00:00|1168231107876|35184372088856
2012-12-27T08:32:03.139+00:00|1168231107880|35184372088856
2012-12-27T00:38:10.423+00:00|1168231109247|30786325577740
2012-12-27T05:36:10.089+00:00|1168231109248|28587302322191
2012-12-27T02:46:40.084+00:00|1168231109254|16
2012-12-27T08:56:30.328+00:00|1168231109265|10995116277761
2012-12-27T03:29:08.712+00:00|1168231109268|16
2012-12-27T23:50:18.014+00:00|1168231109278|10995116277782
