creationDate|id|locationIP|browserUsed|content|length
2012-12-07T13:04:33.154+00:00|1168231106716|49.206.89.61|Safari|roflol|6
2012-12-07T16:07:29.199+00:00|1168231106718|91.191.192.127|Firefox|cool|4
2012-12-07T23:28:44.346+00:00|1168231106719|91.191.192.127|Firefox|About Hamid Karzai, Hamid Karzai, GCMG (PasAbout James Buchanan, arch 8, 1887) was a worA|89
2012-12-07T18:41:35.231+00:00|1168231106762|31.24.165.15|Firefox|About A Rush of Blood to the Head, ge commercial legacy, an ongoing pattern that About Eve|90
2012-12-07T13:31:32.310+00:00|1168231106769|46.21.0.249|Internet Explorer|thanks|6
2012-12-07T17:11:10.224+00:00|1168231106792|46.21.0.249|Internet Explorer|no|2
2012-12-07T21:19:28.945+00:00|1168231106956|46.21.0.249|Internet Explorer|right|5
2012-12-07T16:09:22.450+00:00|1168231106997|46.21.0.249|Internet Explorer|cool|4
2012-12-07T18:42:19.725+00:00|1168231107160|24.38.139.231|Firefox|About Dancing on the Ceiling, reaching #2 in the U.S. and #7 in the UK. (Blender mag|84
2012-12-07T18:45:09.825+00:00|1168231107161|27.112.88.106|Internet Explorer|right|5
2012-12-07T16:50:44.338+00:00|1168231107163|49.206.89.61|Safari|About The Blueprint 3, ber-one album, breaking the record he had previously shared w|84
2012-12-07T18:41:47.874+00:00|1168231107165|27.122.45.252|Internet Explorer|About Antichrist Superstar, tudios in New Orleans and produced by Trent Reznor|78
2012-12-07T19:47:09.076+00:00|1168231107167|91.191.192.127|Firefox|yes|3
