creationDate|Post.id|Tag.id
2012-09-16T05:47:23.180+00:00|1099511630457|1521
2012-09-16T05:47:23.180+00:00|1099511630457|1994
2012-09-16T05:47:23.180+00:00|1099511630457|4986
2012-09-16T05:47:23.180+00:00|1099511630457|8545
2012-09-16T09:12:08.180+00:00|1099511630480|293
2012-09-16T09:12:08.180+00:00|1099511630480|1521
2012-09-16T09:12:08.180+00:00|1099511630480|2986
2012-09-16T09:12:08.180+00:00|1099511630480|10193
2012-09-16T04:22:38.180+00:00|1099511630496|1521
2012-09-16T04:22:38.180+00:00|1099511630496|6410
2012-09-16T04:22:38.180+00:00|1099511630496|6996
2012-09-16T04:22:38.180+00:00|1099511630496|11698
2012-09-16T04:22:38.180+00:00|1099511630496|12035
2012-09-16T09:17:23.180+00:00|1099511630509|1521
2012-09-16T09:17:23.180+00:00|1099511630509|8562
2012-09-16T09:17:23.180+00:00|1099511630509|9261
2012-09-16T05:18:08.180+00:00|1099511630532|1521
2012-09-16T05:18:08.180+00:00|1099511630532|2055
2012-09-16T05:18:08.180+00:00|1099511630532|7519
2012-09-16T05:18:08.180+00:00|1099511630532|11410
2012-09-16T05:18:08.180+00:00|1099511630532|11530
2012-09-16T10:12:08.180+00:00|1099511630537|545
2012-09-16T10:12:08.180+00:00|1099511630537|1521
2012-09-16T10:12:08.180+00:00|1099511630537|2935
2012-09-16T10:12:08.180+00:00|1099511630537|6596
2012-09-16T13:51:08.180+00:00|1099511630544|1521
2012-09-16T13:51:08.180+00:00|1099511630544|2062
2012-09-16T13:51:08.180+00:00|1099511630544|7033
2012-09-16T13:51:08.180+00:00|1099511630544|7890
2012-09-16T13:51:08.180+00:00|1099511630544|8866
2012-09-16T12:08:23.180+00:00|1099511630550|1521
2012-09-16T12:08:23.180+00:00|1099511630550|2937
2012-09-16T12:08:23.180+00:00|1099511630550|2990
2012-09-16T12:08:23.180+00:00|1099511630550|12031
2012-09-16T12:08:23.180+00:00|1099511630550|13688
