creationDate|id|locationIP|browserUsed|content|length
2012-10-27T02:27:04.819+00:00|1099511629107|27.112.88.106|Internet Explorer|great|5
2012-10-27T19:14:23.635+00:00|1099511629109|27.112.88.106|Internet Explorer|cool|4
2012-10-27T02:23:36.987+00:00|1099511629114|27.112.88.106|Internet Explorer|About Garry Kasparov,  player for 2About Wayne Gretzky, n 1999, he heAbout|74
2012-10-27T13:47:04.926+00:00|1099511629120|27.112.88.106|Internet Explorer|right|5
2012-10-27T02:32:25.623+00:00|1099511629125|27.112.88.106|Internet Explorer|maybe|5
2012-10-27T11:43:10.839+00:00|1099511629133|27.112.88.106|Internet Explorer|About Garry Kasparov, n 1985 at the age of About Make Yourself, hree charting sing|82
2012-10-27T11:55:03.534+00:00|1099511629140|203.215.63.48|Firefox|fine|4
2012-10-27T06:33:48.138+00:00|1099511630344|31.182.127.125|Internet Explorer|good|4
2012-10-27T13:28:36.594+00:00|1099511630347|91.223.132.248|Internet Explorer|roflol|6
2012-10-27T02:47:54.346+00:00|1099511630357|24.38.139.231|Firefox|ok|2
2012-10-27T05:05:33.804+00:00|1099511630512|203.215.63.48|Firefox|thx|3
2012-10-27T16:54:28.631+00:00|1099511630513|203.215.63.48|Firefox|About Khalid Sheikh Mohammed, aptured on March 1, 2003, in About Word of Mouf, ooh Oooh!). It was nominated About W|115
2012-10-27T17:51:00.452+00:00|1099511630514|203.215.63.48|Firefox|About Paul Hindemith, l Hindemith (16 November 1895 –About Slobodan Milošević, ted his own|90
2012-10-27T20:31:56.272+00:00|1099511630518|27.121.123.176|Chrome|About Patti LaBelle,  in the music industry.About Hesitation Blues, ions of the lyrics var|90
2012-10-27T02:45:54.267+00:00|1099511630564|31.182.127.125|Internet Explorer|maybe|5
