creationDate|Comment1.id|Comment2.id
2012-12-24T06:41:24.046+00:00|1168231106773|1168231106771
2012-12-24T10:56:45.804+00:00|1168231106774|1168231106771
2012-12-24T07:31:41.242+00:00|1168231106775|1168231106771
2012-12-24T10:12:48.008+00:00|1168231106777|1168231106771
2012-12-24T10:51:08.322+00:00|1168231106778|1168231106771
2012-12-24T10:13:35.517+00:00|1168231106780|1168231106777
2012-12-24T11:14:07.007+00:00|1168231106781|1168231106778
2012-12-24T23:32:04.454+00:00|1168231106818|1168231106817
2012-12-24T23:38:14.186+00:00|1168231106819|1168231106816
2012-12-24T19:54:31.665+00:00|1168231106820|1168231106816
2012-12-24T13:21:45.221+00:00|1168231106821|1168231106817
2012-12-24T06:00:49.281+00:00|1168231107131|1168231107127
