1311716494142,1577664000000,false,19791209299968,548,1170351113151
1289663409443,1577664000000,false,10995116277761,514,1120252676939
1289663409443,1577664000000,false,10995116277761,496,1154953538517
1289663409443,1577664000000,false,10995116277761,507,1157634169741
1289663409443,1577664000000,false,10995116277761,293,1153975243700
1341276916938,1577664000000,false,30786325577731,1043,1085454314244
1341276916938,1577664000000,false,30786325577731,1033,1112284618000
1341276916938,1577664000000,false,30786325577731,999,1085216141475
1333102272788,1577664000000,false,28587302322180,1566,1168290970637
1333102272788,1577664000000,false,28587302322180,1564,1154862987003
1317864211981,1577664000000,false,21990232555526,909,1207444982218
1317864211981,1577664000000,false,21990232555526,924,1233382816726
1317864211981,1577664000000,false,21990232555526,925,1190370965490
1317864211981,1577664000000,false,21990232555526,938,1215253713494
1317864211981,1577664000000,false,21990232555526,928,1209266508689
1318824525182,1577664000000,false,21990232555527,908,1144754625102
1318824525182,1577664000000,false,21990232555527,938,1153752276148
1318824525182,1577664000000,false,21990232555527,919,1131456136443
1326224694406,1577664000000,false,26388279066632,1,1123754418319
1326224694406,1577664000000,false,26388279066632,3,1159783373210
1353622525962,1577664000000,false,37383395344394,489,1279742321185
1353622525962,1577664000000,false,37383395344394,453,1255113421164
1340714255179,1577664000000,false,30786325577740,298,1227192912464
1340714255179,1577664000000,false,30786325577740,296,1237891358150
1299944442861,1577664000000,false,15393162788877,1337,1290310068764
1299944442861,1577664000000,false,15393162788877,1333,1259976700864
1299944442861,1577664000000,false,15393162788877,1340,1272462481205
1299944442861,1577664000000,false,15393162788877,1341,1238018898292
1299944442861,1577664000000,false,15393162788877,1331,1237111274871
1262531431499,1577664000000,false,14,603,1081684856726
1262531431499,1577664000000,false,14,591,1120249207904
1262531431499,1577664000000,false,14,589,1088751938404
1264943583929,1577664000000,false,16,978,1106022184607
1264943583929,1577664000000,false,16,972,1143481493026
1326412502878,1577664000000,false,26388279066641,811,1035065795350
1312433278173,1577664000000,false,19791209299987,1572,1180603189869
1312433278173,1577664000000,false,19791209299987,1574,1138829581807
1312433278173,1577664000000,false,19791209299987,593,1152599738566
1312433278173,1577664000000,false,19791209299987,1573,1142002380336
1331651768597,1577664000000,false,28587302322196,776,1193231447511
1331651768597,1577664000000,false,28587302322196,775,1203271986717
1271554041494,1577664000000,false,2199023255573,890,1215361456169
1271554041494,1577664000000,false,2199023255573,892,1227542536499
1293168334086,1577664000000,false,10995116277782,666,1213112930043
1293168334086,1577664000000,false,10995116277782,680,1192061660942
1293168334086,1577664000000,false,10995116277782,670,1212846519621
1351999875404,1577664000000,false,35184372088856,913,1009550506686
1351999875404,1577664000000,false,35184372088856,933,1018004967808
1353779521966,1355269512518,true,37383395344409,663,1190699763967
1353779521966,1355269512518,true,37383395344409,657,1187095674992
1353779521966,1355269512518,true,37383395344409,644,1195711035239
1353779521966,1355269512518,true,37383395344409,637,1203714007606
1308935514199,1577664000000,false,17592186044443,974,1131459995394
1308935514199,1577664000000,false,17592186044443,970,1074134962034
1333885674301,1577664000000,false,28587302322204,1248,1162633084204
1328239591722,1577664000000,false,26388279066655,481,1008818724359
