creationDate|Comment.id|Person.id
2012-11-01T05:55:01.189+00:00|1099511630069|21990232555526
2012-11-01T13:42:02.428+00:00|1099511630076|21990232555526
2012-11-01T11:05:54.117+00:00|1099511630089|21990232555526
2012-11-01T11:22:03.478+00:00|1099511630093|35184372088871
2012-11-01T15:28:57.746+00:00|1099511630095|15393162788877
2012-11-01T07:06:51.880+00:00|1099511630186|21990232555526
2012-11-01T08:25:02.350+00:00|1099511630246|26388279066641
2012-11-01T06:51:05.884+00:00|1099511630276|21990232555526
2012-11-01T18:43:25.222+00:00|1099511630370|10995116277783
2012-11-01T23:36:49.129+00:00|1099511630372|8796093022237
2012-11-01T00:06:06.840+00:00|1099511630375|13194139533342
