creationDate|id|locationIP|browserUsed|content|length
2012-11-12T03:03:22.775+00:00|1168231106914|31.209.179.5|Firefox|About Harold Wilson, y, his first perAbout Streets of Philadelphia, tion Pictu|78
2012-11-12T20:37:52.335+00:00|1168231106918|31.182.127.125|Internet Explorer|thx|3
2012-11-12T06:20:16.362+00:00|1168231107253|46.154.44.101|Firefox|I see|5
2012-11-12T07:47:41.137+00:00|1168231107260|121.127.53.233|Internet Explorer|ok|2
2012-11-12T21:06:33.255+00:00|1168231107282|196.1.135.241|Internet Explorer|ok|2
2012-11-12T02:51:57.087+00:00|1168231107299|196.1.135.241|Internet Explorer|thanks|6
2012-11-12T08:16:14.933+00:00|1168231107773|41.74.150.41|Firefox|great|5
2012-11-12T08:16:00.571+00:00|1168231107785|41.74.150.41|Firefox|right|5
2012-11-12T08:33:04.415+00:00|1168231107826|41.74.150.41|Firefox|good|4
2012-11-12T19:35:45.067+00:00|1168231107828|41.74.150.41|Firefox|great|5
2012-11-12T08:54:08.422+00:00|1168231107875|80.91.7.114|Firefox|maybe|5
2012-11-12T23:02:44.879+00:00|1168231108716|41.203.147.168|Internet Explorer|About Foot Loose & Fancy Free, & Fancy Free is Rod Stewart's eighth album, released in|86
2012-11-12T23:03:05.266+00:00|1168231108717|196.29.42.107|Firefox|roflol|6
2012-11-12T03:38:54.926+00:00|1168231108729|41.203.147.168|Internet Explorer|I see|5
2012-11-12T22:38:10.427+00:00|1168231108733|41.203.147.168|Internet Explorer|yes|3
2012-11-12T03:04:27.300+00:00|1168231108736|41.203.147.168|Internet Explorer|LOL|3
2012-11-12T04:21:05.838+00:00|1168231108742|41.203.147.168|Internet Explorer|great|5
2012-11-12T03:38:08.528+00:00|1168231108752|41.203.147.168|Internet Explorer|cool|4
2012-11-12T20:47:54.176+00:00|1168231108757|41.203.147.168|Internet Explorer|great|5
2012-11-12T07:19:54.464+00:00|1168231108758|41.203.147.168|Internet Explorer|About Leonard Cohen, al guests. The end of the film includes a performance by Leonard Cohen and U2, whAbout Iran,  which promoted Twelver Shia Islam as the offi|160
2012-11-12T02:57:30.348+00:00|1168231108760|41.203.147.168|Internet Explorer|roflol|6
2012-11-12T07:51:48.806+00:00|1168231108762|41.203.147.168|Internet Explorer|I see|5
2012-11-12T03:45:15.696+00:00|1168231108764|41.203.147.168|Internet Explorer|cool|4
2012-11-12T12:23:10.081+00:00|1168231108765|41.203.147.168|Internet Explorer|yes|3
2012-11-12T07:25:39.275+00:00|1168231108767|41.203.147.168|Internet Explorer|fine|4
2012-11-12T21:38:16.692+00:00|1168231108770|41.203.147.168|Internet Explorer|maybe|5
