creationDate|Comment.id|Place.id
2012-12-24T06:33:29.979+00:00|1168231106771|25
2012-12-24T06:41:24.046+00:00|1168231106773|51
2012-12-24T10:56:45.804+00:00|1168231106774|48
2012-12-24T07:31:41.242+00:00|1168231106775|0
2012-12-24T02:34:00.543+00:00|1168231106776|56
2012-12-24T10:12:48.008+00:00|1168231106777|65
2012-12-24T10:51:08.322+00:00|1168231106778|80
2012-12-24T01:29:39.418+00:00|1168231106779|57
2012-12-24T10:13:35.517+00:00|1168231106780|0
2012-12-24T11:14:07.007+00:00|1168231106781|100
2012-12-24T10:30:32.404+00:00|1168231106816|105
2012-12-24T13:16:20.011+00:00|1168231106817|56
2012-12-24T23:32:04.454+00:00|1168231106818|60
2012-12-24T23:38:14.186+00:00|1168231106819|100
2012-12-24T19:54:31.665+00:00|1168231106820|1
2012-12-24T13:21:45.221+00:00|1168231106821|92
2012-12-24T10:19:41.864+00:00|1168231106822|1
2012-12-24T06:00:49.281+00:00|1168231107131|105
2012-12-24T20:16:21.517+00:00|1168231109240|56
2012-12-24T23:09:56.669+00:00|1168231109241|0
2012-12-24T18:28:38.183+00:00|1168231109243|86
