creationDate|Comment.id|Place.id
2012-12-19T23:17:00.416+00:00|1168231106785|1
2012-12-19T23:15:08.690+00:00|1168231106787|0
2012-12-19T08:44:15.904+00:00|1168231106839|0
2012-12-19T13:30:31.598+00:00|1168231106840|105
2012-12-19T15:59:00.485+00:00|1168231106841|54
2012-12-19T10:51:44.616+00:00|1168231106842|89
2012-12-19T08:55:22.237+00:00|1168231106843|51
2012-12-19T13:30:52.048+00:00|1168231106844|56
2012-12-19T20:27:54.742+00:00|1168231106845|97
2012-12-19T14:09:50.156+00:00|1168231106846|1
2012-12-19T14:01:06.953+00:00|1168231106847|110
2012-12-19T17:36:37.628+00:00|1168231106848|0
2012-12-19T11:57:55.099+00:00|1168231106850|110
