creationDate|Comment.id|Place.id
2012-09-16T07:36:01.920+00:00|1099511630434|80
2012-09-16T02:21:46.679+00:00|1099511630436|101
2012-09-16T13:04:34.561+00:00|1099511630442|92
2012-09-16T07:26:03.960+00:00|1099511630472|1
2012-09-16T09:51:33.762+00:00|1099511630477|0
2012-09-16T15:31:21.718+00:00|1099511630481|92
2012-09-16T16:33:38.961+00:00|1099511630483|90
2012-09-16T12:07:44.822+00:00|1099511630510|54
2012-09-16T19:42:35.254+00:00|1099511630511|0
2012-09-16T20:40:21.619+00:00|1099511630519|92
2012-09-16T13:51:05.796+00:00|1099511630535|109
2012-09-16T10:57:04.768+00:00|1099511630539|53
2012-09-16T17:47:38.189+00:00|1099511630545|61
2012-09-16T13:38:37.392+00:00|1099511630561|60
