creationDate|Person.id|Comment.id
2012-12-28T15:06:59.291+00:00|13194139533355|1168231106742
2012-12-28T00:45:34.702+00:00|17592186044461|1168231106752
2012-12-28T13:38:31.487+00:00|32985348833329|1168231106752
2012-12-28T15:33:37.318+00:00|32|1168231106752
2012-12-28T06:14:31.682+00:00|32985348833329|1168231106782
2012-12-28T23:15:08.948+00:00|16|1168231106782
2012-12-28T05:23:51.456+00:00|35184372088834|1168231106782
2012-12-28T06:57:28.802+00:00|28587302322223|1168231106782
2012-12-28T00:10:35.458+00:00|10995116277761|1168231106782
2012-12-28T14:31:19.151+00:00|13194139533352|1168231106782
2012-12-28T14:13:15.298+00:00|2199023255594|1168231106782
2012-12-28T00:40:24.572+00:00|26388279066658|1168231106782
2012-12-28T05:24:54.003+00:00|30786325577740|1168231109255
2012-12-28T07:43:34.897+00:00|10995116277808|1168231109255
2012-12-28T03:14:55.430+00:00|17592186044461|1168231109255
2012-12-28T07:43:16.923+00:00|2199023255573|1168231109255
2012-12-28T17:28:11.835+00:00|30786325577731|1168231109255
